Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Fall Headcount
2019,7732,2678,U,2 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,619
2019,541,34433,U,4 yr Undergrad,NY COLL TRAD CHINESE MEDICINE,PRIVATE,5-INDEPENDENT,14
2019,2100,2772,U,5 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,11
2019,2147,2877,U,2 yr Undergrad,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,866
2019,590,2791,U,4 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,643
2019,1421,42101,U,2 yr Undergrad,CUNY STELLA & CHARLES GUTTMAN CC,PUBLIC,2-CUNY CC,587
2019,838,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING MED/DENTAL,PRIVATE,5-INDEPENDENT,53
2019,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,267
2019,125,2701,U,4 yr Undergrad,COLGATE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,163
2019,2220,2870,U,5 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2019,965,7109,U,4 yr Undergrad,SUC OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,2035
2019,2326,10551,U,2 yr Undergrad,NY SCHOOL MEDICAL & DENTAL ASST,PRIVATE,5-INDEPENDENT,87
2019,985,2882,U,5 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,10
2019,8296,11189,U,5 yr Undergrad,UNITED TALMUDICAL SEMINARY,PRIVATE,9-CHAPTER XXII,152
2019,170,2710,U,4 yr Undergrad,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,41
2019,6121,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA EVE,PRIVATE,6-BUS. DEGREE,43
2019,8204,41928,U,5 yr Undergrad,BE'ER YAAKOV TALMUDIC SEMINARY,PRIVATE,9-CHAPTER XXII,70
2019,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,72
2019,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,4
2019,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,539
2019,8311,42659,U,4 yr Undergrad,YESHIVA KOLLEL TIFERETH ELIZER,PRIVATE,9-CHAPTER XXII,50
2019,8302,31473,U,5 yr Undergrad,YESHIVA D'MONSEY,PRIVATE,9-CHAPTER XXII,8
2019,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3919
2019,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,216
2019,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,59
2019,758,2825,U,4 yr Undergrad,ST JOSEPHS COLL PATCHOGUE UG,PRIVATE,5-INDEPENDENT,810
2019,925,2846,U,4 yr Undergrad,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,2682
2019,880,2836,U,5 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,111
2019,440,2765,U,5 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,8
2019,2050,2713,U,4 yr Undergrad,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,472
2019,910,2843,U,5 yr Undergrad,SUC CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,10
2019,405,2758,U,5 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,5
2019,2092,2763,U,2 yr Undergrad,MARIA COLL-WEEKEND&EVENING GRAD,PRIVATE,5-INDEPENDENT,2
2019,1022,2883,U,5 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,7
2019,1045,2900,U,4 yr Undergrad,WEBB INST OF NAVAL ARCH.,PRIVATE,5-INDEPENDENT,2
2019,2330,42622,U,2 yr Undergrad,ELYON COLLEGE,PRIVATE,5-INDEPENDENT,19
2019,2254,4788,U,2 yr Undergrad,HERKIMER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,762
2019,2035,2685,U,5 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,1
2019,8261,3976,U,4 yr Undergrad,RABBINCL ACAD MESIVTA RABBI CHAIM,PRIVATE,9-CHAPTER XXII,27
2019,875,2838,U,5 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,47
2019,2080,2868,U,2 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2068
2019,925,2846,U,5 yr Undergrad,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,66
2019,2322,35373,U,2 yr Undergrad,NY AUTO AND DIESEL INSTITUTE,PRIVATE,5-INDEPENDENT,89
2019,6730,8556,U,4 yr Undergrad,BERKELEY COLLEGE 4YR,PRIVATE,6-BUS. DEGREE,442
2019,580,42514,U,2 yr Undergrad,ELIM BIBLE INSTITUTE AND COLLEGE,PRIVATE,5-INDEPENDENT,27
2019,2321,21700,U,2 yr Undergrad,SWEDISH INST QRTLY PROGRAMS,PRIVATE,6-BUS. DEGREE,183
2019,7030,8556,U,2 yr Undergrad,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,353
2019,2180,2872,U,2 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3391
2019,8280,11076,U,5 yr Undergrad,SHOR YOSHUV RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,1
2019,8298,38023,U,4 yr Undergrad,UTA MESIVTA OF KIRYAS JOEL,PRIVATE,9-CHAPTER XXII,1296
2019,3010,2855,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,531
2019,245,2722,U,5 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,15
2019,6015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,2
2019,6698,12358,U,4 yr Undergrad,PLAZA COLLEGE-BA,PRIVATE,6-BUS. DEGREE,44
2019,995,2885,U,4 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,194
2019,895,2835,U,5 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,153
2019,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,5032
2019,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,60
2019,1015,2894,U,4 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,696
2019,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,917
2019,8288,41155,U,5 yr Undergrad,TALMUDICAL SEMINARY OF BOBOV,PRIVATE,9-CHAPTER XXII,35
2019,875,2838,U,4 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,6047
2019,1401,8611,U,2 yr Undergrad,CUNY HOSTOS CC,PUBLIC,2-CUNY CC,2078
2019,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,4725
2019,375,2748,U,5 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2019,2038,6789,U,2 yr Undergrad,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,203
2019,8317,42315,U,4 yr Undergrad,YESHIVA SHOLOM SHACHNA,PRIVATE,9-CHAPTER XXII,48
2019,8209,11192,U,4 yr Undergrad,BETH HAMEDRASH SHAAREI YOSHER,PRIVATE,9-CHAPTER XXII,35
2019,1402,2694,U,2 yr Undergrad,CUNY KINGSBOROUGH CC,PUBLIC,2-CUNY CC,3701
2019,2053,2864,U,2 yr Undergrad,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1106
2019,2178,7466,U,4 yr Undergrad,LIM COLLEGE,PRIVATE,6-BUS. DEGREE,161
2019,675,2810,U,4 yr Undergrad,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,551
2019,8280,11076,U,4 yr Undergrad,SHOR YOSHUV RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,1
2019,6020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,25
2019,8312,41381,U,4 yr Undergrad,YESHIVA OF MACHZIKAI HADAS,PRIVATE,9-CHAPTER XXII,258
2019,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,98
2019,2040,2709,U,4 yr Undergrad,CONCORDIA COLLEGE,PRIVATE,5-INDEPENDENT,398
2019,8294,15485,U,4 yr Undergrad,TORAH TEMIMAH TALMUDICAL SEMINARY,PRIVATE,9-CHAPTER XXII,2
2019,2265,21691,U,2 yr Undergrad,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,9
2019,2075,12561,U,5 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,2
2019,7510,22195,U,2 yr Undergrad,EMPIRE EDUC CORP (MILDRED ELLEY),PRIVATE,6-BUS. DEGREE,541
2019,2220,2870,U,2 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,678
2019,8320,41196,U,4 yr Undergrad,YESHIVA OF FAR ROCKWAY DERECH AY,PRIVATE,9-CHAPTER XXII,6
2019,1525,30955,U,2 yr Undergrad,ASA INST OF BUS NURSING PROGRAM,PRIVATE,5-INDEPENDENT,4
2019,945,2850,U,5 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,24
2019,2320,21700,U,2 yr Undergrad,SWEDISH INSTITUTE 2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,36
2019,270,2728,U,4 yr Undergrad,HAMILTON COLLEGE,PRIVATE,5-INDEPENDENT,162
2019,8244,7264,U,4 yr Undergrad,MESIVTA TORAH VODAATH RABBINICAL,PRIVATE,9-CHAPTER XXII,108
2019,8300,15993,U,4 yr Undergrad,YESHIVA DERECH CHAIM,PRIVATE,9-CHAPTER XXII,23
2019,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,531
2019,447,2769,U,4 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,164
2019,950,2851,U,4 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,491
2019,2075,12561,U,4 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,283
2019,2045,7304,U,2 yr Undergrad,CULINARY INSTITUTE OF AMERICA 2YR,PRIVATE,5-INDEPENDENT,41
2019,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,6756
2019,670,2808,U,4 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,590
2019,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,7306
2019,2005,2861,U,2 yr Undergrad,CAYUGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,703
2019,8244,7264,U,5 yr Undergrad,MESIVTA TORAH VODAATH RABBINICAL,PRIVATE,9-CHAPTER XXII,7
2019,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,6058
2019,8290,12011,U,4 yr Undergrad,TALMUDICAL SEMINARY OHOLEI TORAH,PRIVATE,9-CHAPTER XXII,34
2019,270,2728,U,5 yr Undergrad,HAMILTON COLLEGE,PRIVATE,5-INDEPENDENT,14
2019,905,2842,U,4 yr Undergrad,SUC BUFFALO (UNDERGRAD),PUBLIC,3-SUNY SO,3906
2019,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,5-INDEPENDENT,59
2019,6030,2859,U,4 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,414
2019,8296,11189,U,4 yr Undergrad,UNITED TALMUDICAL SEMINARY,PRIVATE,9-CHAPTER XXII,1314
2019,6025,2858,U,5 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,18
2019,605,30277,U,2 yr Undergrad,PACIFIC COLL OF ORIENTAL MED 2YR,PRIVATE,6-BUS. DEGREE,3
2019,905,2842,U,5 yr Undergrad,SUC BUFFALO (UNDERGRAD),PUBLIC,3-SUNY SO,92
2019,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1299
2019,999,2834,U,2 yr Undergrad,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2
2019,4886,2839,U,4 yr Undergrad,SUNY DOWNSTATE MEDICAL CENTER,PUBLIC,3-SUNY SO,48
2019,8300,15993,U,5 yr Undergrad,YESHIVA DERECH CHAIM,PRIVATE,9-CHAPTER XXII,2
2019,195,2712,U,4 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,394
2019,1015,2894,U,5 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,6
2019,8211,42104,U,4 yr Undergrad,BETH MEDRASH MEOR YITZCHOK,PRIVATE,9-CHAPTER XXII,5
2019,675,2810,U,5 yr Undergrad,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9
2019,930,2847,U,4 yr Undergrad,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,2376
2019,635,2803,U,4 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,585
2019,950,2851,U,2 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,1
2019,6140,2795,U,5 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2019,6124,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,128
2019,2110,2778,U,4 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,464
2019,2036,6787,U,2 yr Undergrad,CLINTON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,287
2019,300,2732,U,5 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2019,6122,5208,U,4 yr Undergrad,COLL WESTCHESTER EVE BACH ONLINE,PRIVATE,6-BUS. DEGREE,8
2019,1407,2697,U,2 yr Undergrad,CUNY QUEENSBOROUGH CC,PUBLIC,2-CUNY CC,3536
2019,935,2848,U,4 yr Undergrad,SUC OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,3056
2019,7722,41188,U,2 yr Undergrad,NEW YORK FILM ACADEMY,PRIVATE,6-BUS. DEGREE,1
2019,285,2729,U,4 yr Undergrad,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,371
2019,403,2751,U,5 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,42
2019,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1
2019,830,2832,U,5 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,6
2019,640,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COLL  UG SEMESTE,PRIVATE,5-INDEPENDENT,486
2019,245,2722,U,4 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1170
2019,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,4
2019,140,2705,U,4 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,940
2019,900,2841,U,4 yr Undergrad,SUC BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,2786
2019,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,465
2019,8246,4798,U,4 yr Undergrad,MIRRER YESHIVA CENTRAL INSTITUTE,PRIVATE,9-CHAPTER XXII,36
2019,845,2813,U,4 yr Undergrad,SARAH LAWRENCE COLL UNDERGRAD,PRIVATE,5-INDEPENDENT,56
2019,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2947
2019,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,5-INDEPENDENT,46
2019,1022,2883,U,4 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,968
2019,2252,6782,U,2 yr Undergrad,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,815
2019,7941,20937,U,2 yr Undergrad,LONG ISLAND BUS INST 2YR TRIMEST,PRIVATE,6-BUS. DEGREE,12
2019,670,2808,U,5 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4
2019,7858,7468,U,4 yr Undergrad,SCHOOL OF VISUAL ARTS UNDERGRAD,PRIVATE,6-BUS. DEGREE,278
2019,6005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,18
2019,6732,2678,U,4 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,142
2019,7734,2678,U,2 yr Undergrad,BRYANT & STRATTON ROCHESTER,PRIVATE,6-BUS. DEGREE,158
2019,8250,2790,U,4 yr Undergrad,NYACK COLLEGE,PRIVATE,9-CHAPTER XXII,21
2019,300,2732,U,4 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,953
2019,2065,10684,U,2 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2734
2019,2262,13029,U,4 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,455
2019,735,2821,U,4 yr Undergrad,ST JOHN FISHER COLLEGE UNDERGRAD,PRIVATE,5-INDEPENDENT,866
2019,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4478
2019,295,2731,U,4 yr Undergrad,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,259
2019,7260,9043,U,2 yr Undergrad,ELMIRA BUSINESS INST,PRIVATE,6-BUS. DEGREE,58
2019,1403,10051,U,2 yr Undergrad,CUNY LAGUARDIA CC,PUBLIC,2-CUNY CC,3706
2019,7952,10813,U,2 yr Undergrad,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,17
2019,90,2681,U,5 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7
2019,2093,2763,U,2 yr Undergrad,MARIA COLL-REGULAR DAY 2YR UG,PRIVATE,5-INDEPENDENT,33
2019,8286,14614,U,4 yr Undergrad,TALMUDICAL INST OF UPSTATE NY,PRIVATE,9-CHAPTER XXII,5
2019,45,6438,U,2 yr Undergrad,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,5-INDEPENDENT,2
2019,1400,2692,U,2 yr Undergrad,CUNY BRONX CC,PUBLIC,2-CUNY CC,3493
2019,7725,30955,U,2 yr Undergrad,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,750
2019,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,22
2019,20,2668,U,4 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,504
2019,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,234
2019,715,2820,U,4 yr Undergrad,ST FRANCIS COLLEGE,PRIVATE,5-INDEPENDENT,913
2019,985,2882,U,4 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,1406
2019,830,2832,U,4 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,286
2019,8308,11821,U,4 yr Undergrad,YESHIVATH ZICHRON MOSHE,PRIVATE,9-CHAPTER XXII,10
2019,847,21601,U,2 yr Undergrad,FINGER LAKES HEALTH COLL NURSING,PRIVATE,5-INDEPENDENT,13
2019,915,2844,U,4 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,2037
2019,130,2703,U,4 yr Undergrad,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,767
2019,920,2845,U,4 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,1831
2019,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,204
2019,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,90
2019,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,107
2019,8202,42678,U,4 yr Undergrad,BAIS BINYOMIN ACADEMY,PRIVATE,9-CHAPTER XXII,12
2019,999,2834,U,4 yr Undergrad,EXCELSIOR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,48
2019,575,2790,U,4 yr Undergrad,NYACK COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,241
2019,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,6
2019,2275,7375,U,2 yr Undergrad,ISLAND DRAFTING & TECHNICAL INST.,PRIVATE,6-BUS. DEGREE,43
2019,1016,2894,U,4 yr Undergrad,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,20
2019,890,2840,U,4 yr Undergrad,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,61
2019,775,2829,U,5 yr Undergrad,ST LAWRENCE UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,2
2019,2300,2772,U,2 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,23
2019,7124,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR,PRIVATE,6-BUS. DEGREE,129
2018,8277,42590,U,4 yr Undergrad,YESHIVA SHAAR EPHRAIM,PRIVATE,9-CHAPTER XXII,63
2018,8314,11670,U,4 yr Undergrad,YESHIVA OF NITRA RABBINICAL COLLE,PRIVATE,9-CHAPTER XXII,127
2018,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,267
2018,375,2748,U,5 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2018,913,10286,U,4 yr Undergrad,SUC EMPIRE STATE (UNDERGRAD),PUBLIC,3-SUNY SO,1354
2018,3015,2856,U,2 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,593
2018,6124,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,125
2018,8312,41381,U,5 yr Undergrad,YESHIVA OF MACHZIKAI HADAS,PRIVATE,9-CHAPTER XXII,20
2018,635,2803,U,4 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,643
2018,8261,3976,U,5 yr Undergrad,RABBINCL ACAD MESIVTA RABBI CHAIM,PRIVATE,9-CHAPTER XXII,1
2018,8237,9335,U,5 yr Undergrad,MESIVTA EASTRN PKWY RABBINICAL CL,PRIVATE,9-CHAPTER XXII,2
2018,7901,41256,U,2 yr Undergrad,CAREER SCHOOL OF NY INC,PRIVATE,7-BUS. NON-DEG,14
2018,2105,2871,U,2 yr Undergrad,MOHAWK VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1845
2018,285,2729,U,4 yr Undergrad,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,405
2018,6005,2854,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,874
2018,6020,2857,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,511
2018,915,2844,U,4 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,2244
2018,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,3789
2018,8314,11670,U,5 yr Undergrad,YESHIVA OF NITRA RABBINICAL COLLE,PRIVATE,9-CHAPTER XXII,16
2018,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,65
2018,1050,2901,U,4 yr Undergrad,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,235
2018,8321,42456,U,4 yr Undergrad,YESHIVAS MAHARIT D'SATMAR,PRIVATE,9-CHAPTER XXII,51
2018,8316,17197,U,4 yr Undergrad,YESHIVA OF THE TELSHE ALUMNI,PRIVATE,9-CHAPTER XXII,20
2018,7738,20937,U,2 yr Undergrad,LONG ISLAND BUS INST UG SEMESTER,PRIVATE,6-BUS. DEGREE,650
2018,8237,9335,U,4 yr Undergrad,MESIVTA EASTRN PKWY RABBINICAL CL,PRIVATE,9-CHAPTER XXII,3
2018,2330,42622,U,2 yr Undergrad,ELYON COLLEGE,PRIVATE,5-INDEPENDENT,32
2018,2120,2782,U,4 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1129
2018,925,2846,U,5 yr Undergrad,SUC NEW PALTZ (UNDERGRAD),PUBLIC,3-SUNY SO,46
2018,8235,13026,U,5 yr Undergrad,MACHZIKEI HADATH RABBINICAL COLL,PRIVATE,9-CHAPTER XXII,10
2018,8266,8614,U,4 yr Undergrad,RABBINCAL COL BOBOVER YESHIV BNEI,PRIVATE,9-CHAPTER XXII,206
2018,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2
2018,1022,2883,U,4 yr Undergrad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,1108
2018,930,2847,U,4 yr Undergrad,SUC ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,2524
2018,8236,42615,U,4 yr Undergrad,MECHON LHOYROA,PRIVATE,9-CHAPTER XXII,9
2018,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2997
