DBN,School Name,Category,Cohort Year,Cohort,Cohort #,Total Grads #,Total Grads % of cohort,Total Regents#,Total Regents% of cohort,Total Regents% of grads,Advanced Regents#,Advanced Regents% of cohort,Advanced Regents% of grads,Regents without Advanced#,Regents without Advanced% of cohort,Regents without Advanced% of grads,Local#,Local% of cohort,Local% of grads,Still Enrolled#,Still Enrolled% of cohort,Dropout#,Dropout% of cohort
84M353,New Heights Academy Charter School,All Students,2006,6 year June,94,81,86.2,52,55.3,64.2,2,2.1,2.5,50,53.2,61.7,29,30.9,35.8,3,3.2,8,8.5
84M353,New Heights Academy Charter School,All Students,2005,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M433,Renaissance Charter High School for Innovation,All Students,2014,4 year August,112,69,61.6,51,45.5,73.9,0,0.0,0.0,51,45.5,73.9,18,16.1,26.1,31,27.7,9,8.0
84M433,Renaissance Charter High School for Innovation,All Students,2013,4 year August,97,53,54.6,37,38.1,69.8,0,0.0,0.0,37,38.1,69.8,16,16.5,30.2,31,32.0,12,12.4
84M433,Renaissance Charter High School for Innovation,All Students,2012,4 year August,100,58,58.0,49,49.0,84.5,0,0.0,0.0,49,49.0,84.5,9,9.0,15.5,35,35.0,6,6.0
84M433,Renaissance Charter High School for Innovation,All Students,2011,4 year August,109,58,53.2,53,48.6,91.4,0,0.0,0.0,53,48.6,91.4,5,4.6,8.6,46,42.2,4,3.7
84M433,Renaissance Charter High School for Innovation,All Students,2010,4 year August,118,63,53.4,60,50.8,95.2,0,0.0,0.0,60,50.8,95.2,3,2.5,4.8,50,42.4,3,2.5
84M433,Renaissance Charter High School for Innovation,All Students,2009,4 year August,6,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,5,83.3,0,0.0
84M433,Renaissance Charter High School for Innovation,All Students,2008,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M433,Renaissance Charter High School for Innovation,All Students,2014,4 year June,112,66,58.9,50,44.6,75.8,0,0.0,0.0,50,44.6,75.8,16,14.3,24.2,34,30.4,9,8.0
84M433,Renaissance Charter High School for Innovation,All Students,2013,4 year June,97,47,48.5,36,37.1,76.6,0,0.0,0.0,36,37.1,76.6,11,11.3,23.4,37,38.1,12,12.4
84M433,Renaissance Charter High School for Innovation,All Students,2012,4 year June,100,47,47.0,41,41.0,87.2,0,0.0,0.0,41,41.0,87.2,6,6.0,12.8,46,46.0,6,6.0
84M433,Renaissance Charter High School for Innovation,All Students,2011,4 year June,109,50,45.9,47,43.1,94.0,0,0.0,0.0,47,43.1,94.0,3,2.8,6.0,54,49.5,4,3.7
84M433,Renaissance Charter High School for Innovation,All Students,2010,4 year June,118,52,44.1,50,42.4,96.2,0,0.0,0.0,50,42.4,96.2,2,1.7,3.8,61,51.7,3,2.5
84M433,Renaissance Charter High School for Innovation,All Students,2009,4 year June,6,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,5,83.3,0,0.0
84M433,Renaissance Charter High School for Innovation,All Students,2008,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M433,Renaissance Charter High School for Innovation,All Students,2013,5 year August,94,65,69.1,45,47.9,69.2,0,0.0,0.0,45,47.9,69.2,20,21.3,30.8,11,11.7,15,16.0
84M433,Renaissance Charter High School for Innovation,All Students,2012,5 year August,98,65,66.3,54,55.1,83.1,0,0.0,0.0,54,55.1,83.1,11,11.2,16.9,21,21.4,11,11.2
84M433,Renaissance Charter High School for Innovation,All Students,2011,5 year August,109,79,72.5,64,58.7,81.0,0,0.0,0.0,64,58.7,81.0,15,13.8,19.0,21,19.3,7,6.4
84M433,Renaissance Charter High School for Innovation,All Students,2010,5 year August,117,79,67.5,73,62.4,92.4,0,0.0,0.0,73,62.4,92.4,6,5.1,7.6,28,23.9,8,6.8
84M433,Renaissance Charter High School for Innovation,All Students,2009,5 year August,8,1,12.5,1,12.5,100.0,0,0.0,0.0,1,12.5,100.0,0,0.0,0.0,6,75.0,0,0.0
84M433,Renaissance Charter High School for Innovation,All Students,2008,5 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M433,Renaissance Charter High School for Innovation,All Students,2013,5 year June,94,65,69.1,45,47.9,69.2,0,0.0,0.0,45,47.9,69.2,20,21.3,30.8,11,11.7,15,16.0
84M433,Renaissance Charter High School for Innovation,All Students,2012,5 year June,98,62,63.3,52,53.1,83.9,0,0.0,0.0,52,53.1,83.9,10,10.2,16.1,24,24.5,11,11.2
84M433,Renaissance Charter High School for Innovation,All Students,2011,5 year June,109,71,65.1,63,57.8,88.7,0,0.0,0.0,63,57.8,88.7,8,7.3,11.3,29,26.6,7,6.4
84M433,Renaissance Charter High School for Innovation,All Students,2010,5 year June,117,77,65.8,73,62.4,94.8,0,0.0,0.0,73,62.4,94.8,4,3.4,5.2,30,25.6,8,6.8
84M433,Renaissance Charter High School for Innovation,All Students,2009,5 year June,8,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,7,87.5,0,0.0
84M433,Renaissance Charter High School for Innovation,All Students,2008,5 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M433,Renaissance Charter High School for Innovation,All Students,2012,6 year June,97,68,70.1,55,56.7,80.9,0,0.0,0.0,55,56.7,80.9,13,13.4,19.1,12,12.4,15,15.5
84M433,Renaissance Charter High School for Innovation,All Students,2011,6 year June,107,83,77.6,65,60.7,78.3,0,0.0,0.0,65,60.7,78.3,18,16.8,21.7,12,11.2,9,8.4
84M433,Renaissance Charter High School for Innovation,All Students,2010,6 year June,116,84,72.4,77,66.4,91.7,0,0.0,0.0,77,66.4,91.7,7,6.0,8.3,12,10.3,17,14.7
84M433,Renaissance Charter High School for Innovation,All Students,2009,6 year June,7,2,28.6,2,28.6,100.0,0,0.0,0.0,2,28.6,100.0,0,0.0,0.0,3,42.9,1,14.3
84M433,Renaissance Charter High School for Innovation,All Students,2008,6 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M478,Inwood Academy for Leadership Charter School,All Students,2014,4 year August,84,80,95.2,70,83.3,87.5,3,3.6,3.8,67,79.8,83.8,10,11.9,12.5,4,4.8,0,0.0
84M478,Inwood Academy for Leadership Charter School,All Students,2014,4 year June,84,76,90.5,69,82.1,90.8,3,3.6,3.9,66,78.6,86.8,7,8.3,9.2,8,9.5,0,0.0
84M478,Inwood Academy for Leadership Charter School,All Students,2012,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M481,Democracy Prep Harlem Charter School,All Students,2014,4 year August,54,31,57.4,31,57.4,100.0,30,55.6,96.8,1,1.9,3.2,0,0.0,0.0,15,27.8,8,14.8
84M481,Democracy Prep Harlem Charter School,All Students,2013,4 year August,77,68,88.3,68,88.3,100.0,66,85.7,97.1,2,2.6,2.9,0,0.0,0.0,5,6.5,4,5.2
84M481,Democracy Prep Harlem Charter School,All Students,2011,4 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M481,Democracy Prep Harlem Charter School,All Students,2014,4 year June,54,31,57.4,31,57.4,100.0,30,55.6,96.8,1,1.9,3.2,0,0.0,0.0,15,27.8,8,14.8
84M481,Democracy Prep Harlem Charter School,All Students,2013,4 year June,77,67,87.0,67,87.0,100.0,65,84.4,97.0,2,2.6,3.0,0,0.0,0.0,6,7.8,4,5.2
84M481,Democracy Prep Harlem Charter School,All Students,2011,4 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M481,Democracy Prep Harlem Charter School,All Students,2013,5 year August,76,71,93.4,71,93.4,100.0,69,90.8,97.2,2,2.6,2.8,0,0.0,0.0,1,1.3,3,3.9
84M481,Democracy Prep Harlem Charter School,All Students,2011,5 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M481,Democracy Prep Harlem Charter School,All Students,2013,5 year June,76,71,93.4,71,93.4,100.0,69,90.8,97.2,2,2.6,2.8,0,0.0,0.0,1,1.3,3,3.9
84M481,Democracy Prep Harlem Charter School,All Students,2011,5 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M481,Democracy Prep Harlem Charter School,All Students,2011,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M522,Broome Street Academy Charter School,All Students,2014,4 year August,101,54,53.5,46,45.5,85.2,3,3.0,5.6,43,42.6,79.6,8,7.9,14.8,37,36.6,10,9.9
84M522,Broome Street Academy Charter School,All Students,2013,4 year August,78,55,70.5,45,57.7,81.8,4,5.1,7.3,41,52.6,74.5,10,12.8,18.2,13,16.7,9,11.5
84M522,Broome Street Academy Charter School,All Students,2012,4 year August,87,63,72.4,58,66.7,92.1,3,3.4,4.8,55,63.2,87.3,5,5.7,7.9,14,16.1,10,11.5
84M522,Broome Street Academy Charter School,All Students,2011,4 year August,78,29,37.2,28,35.9,96.6,2,2.6,6.9,26,33.3,89.7,1,1.3,3.4,25,32.1,21,26.9
84M522,Broome Street Academy Charter School,All Students,2010,4 year August,31,3,9.7,3,9.7,100.0,0,0.0,0.0,3,9.7,100.0,0,0.0,0.0,21,67.7,5,16.1
84M522,Broome Street Academy Charter School,All Students,2009,4 year August,19,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,8,42.1,7,36.8
84M522,Broome Street Academy Charter School,All Students,2008,4 year August,6,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,4,66.7,2,33.3
84M522,Broome Street Academy Charter School,All Students,2014,4 year June,101,7,6.9,3,3.0,42.9,0,0.0,0.0,3,3.0,42.9,4,4.0,57.1,84,83.2,10,9.9
84M522,Broome Street Academy Charter School,All Students,2013,4 year June,78,49,62.8,43,55.1,87.8,4,5.1,8.2,39,50.0,79.6,6,7.7,12.2,19,24.4,9,11.5
84M522,Broome Street Academy Charter School,All Students,2012,4 year June,87,60,69.0,56,64.4,93.3,3,3.4,5.0,53,60.9,88.3,4,4.6,6.7,17,19.5,10,11.5
84M522,Broome Street Academy Charter School,All Students,2011,4 year June,78,27,34.6,26,33.3,96.3,2,2.6,7.4,24,30.8,88.9,1,1.3,3.7,27,34.6,21,26.9
84M522,Broome Street Academy Charter School,All Students,2010,4 year June,31,3,9.7,3,9.7,100.0,0,0.0,0.0,3,9.7,100.0,0,0.0,0.0,21,67.7,5,16.1
84M522,Broome Street Academy Charter School,All Students,2009,4 year June,19,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,8,42.1,7,36.8
84M522,Broome Street Academy Charter School,All Students,2008,4 year June,6,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,4,66.7,2,33.3
84M522,Broome Street Academy Charter School,All Students,2013,5 year August,77,60,77.9,47,61.0,78.3,4,5.2,6.7,43,55.8,71.7,13,16.9,21.7,6,7.8,9,11.7
84M522,Broome Street Academy Charter School,All Students,2012,5 year August,86,71,82.6,65,75.6,91.5,3,3.5,4.2,62,72.1,87.3,6,7.0,8.5,2,2.3,13,15.1
84M522,Broome Street Academy Charter School,All Students,2011,5 year August,74,37,50.0,33,44.6,89.2,2,2.7,5.4,31,41.9,83.8,4,5.4,10.8,3,4.1,31,41.9
84M522,Broome Street Academy Charter School,All Students,2010,5 year August,30,6,20.0,6,20.0,100.0,0,0.0,0.0,6,20.0,100.0,0,0.0,0.0,6,20.0,15,50.0
84M522,Broome Street Academy Charter School,All Students,2009,5 year August,19,2,10.5,2,10.5,100.0,0,0.0,0.0,2,10.5,100.0,0,0.0,0.0,5,26.3,8,42.1
84M522,Broome Street Academy Charter School,All Students,2008,5 year August,7,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,14.3,5,71.4
84M522,Broome Street Academy Charter School,All Students,2007,5 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M522,Broome Street Academy Charter School,All Students,2013,5 year June,77,60,77.9,47,61.0,78.3,4,5.2,6.7,43,55.8,71.7,13,16.9,21.7,6,7.8,9,11.7
84M522,Broome Street Academy Charter School,All Students,2012,5 year June,86,71,82.6,65,75.6,91.5,3,3.5,4.2,62,72.1,87.3,6,7.0,8.5,2,2.3,13,15.1
84M522,Broome Street Academy Charter School,All Students,2011,5 year June,74,36,48.6,32,43.2,88.9,2,2.7,5.6,30,40.5,83.3,4,5.4,11.1,4,5.4,31,41.9
84M522,Broome Street Academy Charter School,All Students,2010,5 year June,30,5,16.7,5,16.7,100.0,0,0.0,0.0,5,16.7,100.0,0,0.0,0.0,7,23.3,15,50.0
84M522,Broome Street Academy Charter School,All Students,2009,5 year June,19,2,10.5,2,10.5,100.0,0,0.0,0.0,2,10.5,100.0,0,0.0,0.0,5,26.3,8,42.1
84M522,Broome Street Academy Charter School,All Students,2008,5 year June,7,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1,14.3,5,71.4
84M522,Broome Street Academy Charter School,All Students,2007,5 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M522,Broome Street Academy Charter School,All Students,2012,6 year June,86,71,82.6,65,75.6,91.5,3,3.5,4.2,62,72.1,87.3,6,7.0,8.5,2,2.3,13,15.1
84M522,Broome Street Academy Charter School,All Students,2011,6 year June,74,37,50.0,33,44.6,89.2,2,2.7,5.4,31,41.9,83.8,4,5.4,10.8,2,2.7,32,43.2
84M522,Broome Street Academy Charter School,All Students,2010,6 year June,30,7,23.3,7,23.3,100.0,0,0.0,0.0,7,23.3,100.0,0,0.0,0.0,0,0.0,20,66.7
84M522,Broome Street Academy Charter School,All Students,2009,6 year June,19,2,10.5,2,10.5,100.0,0,0.0,0.0,2,10.5,100.0,0,0.0,0.0,2,10.5,11,57.9
84M522,Broome Street Academy Charter School,All Students,2008,6 year June,7,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,7,100.0
84M522,Broome Street Academy Charter School,All Students,2007,6 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2014,4 year August,174,20,11.5,16,9.2,80.0,0,0.0,0.0,16,9.2,80.0,4,2.3,20.0,142,81.6,5,2.9
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2013,4 year August,205,37,18.0,27,13.2,73.0,0,0.0,0.0,27,13.2,73.0,10,4.9,27.0,141,68.8,15,7.3
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2012,4 year August,197,42,21.3,31,15.7,73.8,1,0.5,2.4,30,15.2,71.4,11,5.6,26.2,130,66.0,19,9.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2011,4 year August,170,27,15.9,21,12.4,77.8,0,0.0,0.0,21,12.4,77.8,6,3.5,22.2,122,71.8,19,11.2
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2010,4 year August,193,36,18.7,31,16.1,86.1,0,0.0,0.0,31,16.1,86.1,5,2.6,13.9,123,63.7,31,16.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2009,4 year August,171,16,9.4,16,9.4,100.0,0,0.0,0.0,16,9.4,100.0,0,0.0,0.0,123,71.9,25,14.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2008,4 year August,199,24,12.1,10,5.0,41.7,0,0.0,0.0,10,5.0,41.7,14,7.0,58.3,136,68.3,33,16.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2007,4 year August,228,29,12.7,14,6.1,48.3,0,0.0,0.0,14,6.1,48.3,15,6.6,51.7,138,60.5,53,23.2
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2014,4 year June,174,19,10.9,15,8.6,78.9,0,0.0,0.0,15,8.6,78.9,4,2.3,21.1,143,82.2,5,2.9
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2013,4 year June,205,23,11.2,16,7.8,69.6,0,0.0,0.0,16,7.8,69.6,7,3.4,30.4,155,75.6,15,7.3
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2012,4 year June,197,40,20.3,29,14.7,72.5,1,0.5,2.5,28,14.2,70.0,11,5.6,27.5,132,67.0,19,9.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2011,4 year June,170,13,7.6,11,6.5,84.6,0,0.0,0.0,11,6.5,84.6,2,1.2,15.4,136,80.0,19,11.2
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2010,4 year June,193,24,12.4,22,11.4,91.7,0,0.0,0.0,22,11.4,91.7,2,1.0,8.3,135,69.9,31,16.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2009,4 year June,171,9,5.3,9,5.3,100.0,0,0.0,0.0,9,5.3,100.0,0,0.0,0.0,132,77.2,25,14.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2008,4 year June,199,12,6.0,10,5.0,83.3,0,0.0,0.0,10,5.0,83.3,2,1.0,16.7,148,74.4,33,16.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2007,4 year June,228,18,7.9,9,3.9,50.0,0,0.0,0.0,9,3.9,50.0,9,3.9,50.0,149,65.4,53,23.2
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2013,5 year August,214,56,26.2,39,18.2,69.6,0,0.0,0.0,39,18.2,69.6,17,7.9,30.4,118,55.1,26,12.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2012,5 year August,223,75,33.6,53,23.8,70.7,1,0.4,1.3,52,23.3,69.3,22,9.9,29.3,99,44.4,36,16.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2011,5 year August,194,64,33.0,45,23.2,70.3,0,0.0,0.0,45,23.2,70.3,19,9.8,29.7,92,47.4,33,17.0
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2010,5 year August,216,66,30.6,53,24.5,80.3,0,0.0,0.0,53,24.5,80.3,13,6.0,19.7,90,41.7,50,23.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2009,5 year August,187,56,29.9,47,25.1,83.9,0,0.0,0.0,47,25.1,83.9,9,4.8,16.1,71,38.0,57,30.5
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2008,5 year August,218,34,15.6,34,15.6,100.0,0,0.0,0.0,34,15.6,100.0,0,0.0,0.0,98,45.0,63,28.9
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2007,5 year August,251,54,21.5,21,8.4,38.9,0,0.0,0.0,21,8.4,38.9,33,13.1,61.1,93,37.1,97,38.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2006,5 year August,216,43,19.9,13,6.0,30.2,0,0.0,0.0,13,6.0,30.2,30,13.9,69.8,77,35.6,86,39.8
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2013,5 year June,214,55,25.7,39,18.2,70.9,0,0.0,0.0,39,18.2,70.9,16,7.5,29.1,119,55.6,26,12.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2012,5 year June,223,62,27.8,43,19.3,69.4,1,0.4,1.6,42,18.8,67.7,19,8.5,30.6,112,50.2,36,16.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2011,5 year June,194,64,33.0,45,23.2,70.3,0,0.0,0.0,45,23.2,70.3,19,9.8,29.7,92,47.4,33,17.0
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2010,5 year June,216,49,22.7,40,18.5,81.6,0,0.0,0.0,40,18.5,81.6,9,4.2,18.4,107,49.5,50,23.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2009,5 year June,187,43,23.0,35,18.7,81.4,0,0.0,0.0,35,18.7,81.4,8,4.3,18.6,84,44.9,57,30.5
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2008,5 year June,218,23,10.6,23,10.6,100.0,0,0.0,0.0,23,10.6,100.0,0,0.0,0.0,110,50.5,63,28.9
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2007,5 year June,251,45,17.9,21,8.4,46.7,0,0.0,0.0,21,8.4,46.7,24,9.6,53.3,102,40.6,97,38.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2006,5 year June,216,38,17.6,13,6.0,34.2,0,0.0,0.0,13,6.0,34.2,25,11.6,65.8,82,38.0,86,39.8
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2012,6 year June,229,89,38.9,57,24.9,64.0,1,0.4,1.1,56,24.5,62.9,32,14.0,36.0,79,34.5,49,21.4
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2011,6 year June,203,83,40.9,54,26.6,65.1,0,0.0,0.0,54,26.6,65.1,29,14.3,34.9,58,28.6,51,25.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2010,6 year June,223,84,37.7,66,29.6,78.6,0,0.0,0.0,66,29.6,78.6,18,8.1,21.4,56,25.1,73,32.7
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2009,6 year June,197,65,33.0,53,26.9,81.5,0,0.0,0.0,53,26.9,81.5,12,6.1,18.5,51,25.9,75,38.1
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2008,6 year June,220,52,23.6,38,17.3,73.1,0,0.0,0.0,38,17.3,73.1,14,6.4,26.9,49,22.3,110,50.0
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2007,6 year June,250,29,11.6,29,11.6,100.0,0,0.0,0.0,29,11.6,100.0,0,0.0,0.0,51,20.4,119,47.6
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2006,6 year June,223,52,23.3,15,6.7,28.8,0,0.0,0.0,15,6.7,28.8,37,16.6,71.2,50,22.4,106,47.5
84M707,John V. Lindsay Wildcat Academy Charter School,All Students,2005,6 year June,207,51,24.6,9,4.3,17.6,0,0.0,0.0,9,4.3,17.6,42,20.3,82.4,33,15.9,118,57.0
84M709,Harlem Village Academy West Charter School,All Students,2014,4 year August,55,54,98.2,49,89.1,90.7,0,0.0,0.0,49,89.1,90.7,5,9.1,9.3,1,1.8,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2013,4 year August,49,48,98.0,44,89.8,91.7,0,0.0,0.0,44,89.8,91.7,4,8.2,8.3,1,2.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2012,4 year August,49,46,93.9,46,93.9,100.0,0,0.0,0.0,46,93.9,100.0,0,0.0,0.0,3,6.1,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2011,4 year August,32,32,100.0,32,100.0,100.0,1,3.1,3.1,31,96.9,96.9,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2010,4 year August,14,14,100.0,14,100.0,100.0,9,64.3,64.3,5,35.7,35.7,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2009,4 year August,24,21,87.5,21,87.5,100.0,1,4.2,4.8,20,83.3,95.2,0,0.0,0.0,3,12.5,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2008,4 year August,24,21,87.5,21,87.5,100.0,3,12.5,14.3,18,75.0,85.7,0,0.0,0.0,3,12.5,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2007,4 year August,31,30,96.8,30,96.8,100.0,0,0.0,0.0,30,96.8,100.0,0,0.0,0.0,1,3.2,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2014,4 year June,55,53,96.4,48,87.3,90.6,0,0.0,0.0,48,87.3,90.6,5,9.1,9.4,2,3.6,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2013,4 year June,49,48,98.0,48,98.0,100.0,0,0.0,0.0,48,98.0,100.0,0,0.0,0.0,1,2.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2012,4 year June,49,44,89.8,44,89.8,100.0,0,0.0,0.0,44,89.8,100.0,0,0.0,0.0,5,10.2,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2011,4 year June,32,32,100.0,32,100.0,100.0,4,12.5,12.5,28,87.5,87.5,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2010,4 year June,14,13,92.9,13,92.9,100.0,9,64.3,69.2,4,28.6,30.8,0,0.0,0.0,1,7.1,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2009,4 year June,24,17,70.8,17,70.8,100.0,1,4.2,5.9,16,66.7,94.1,0,0.0,0.0,7,29.2,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2008,4 year June,24,15,62.5,15,62.5,100.0,0,0.0,0.0,15,62.5,100.0,0,0.0,0.0,9,37.5,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2007,4 year June,31,18,58.1,18,58.1,100.0,0,0.0,0.0,18,58.1,100.0,0,0.0,0.0,13,41.9,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2013,5 year August,49,48,98.0,44,89.8,91.7,0,0.0,0.0,44,89.8,91.7,4,8.2,8.3,1,2.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2012,5 year August,50,47,94.0,47,94.0,100.0,0,0.0,0.0,47,94.0,100.0,0,0.0,0.0,3,6.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2011,5 year August,32,32,100.0,32,100.0,100.0,3,9.4,9.4,29,90.6,90.6,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2010,5 year August,14,14,100.0,14,100.0,100.0,9,64.3,64.3,5,35.7,35.7,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2009,5 year August,23,21,91.3,21,91.3,100.0,1,4.3,4.8,20,87.0,95.2,0,0.0,0.0,2,8.7,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2008,5 year August,22,21,95.5,21,95.5,100.0,3,13.6,14.3,18,81.8,85.7,0,0.0,0.0,1,4.5,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2007,5 year August,31,30,96.8,30,96.8,100.0,0,0.0,0.0,30,96.8,100.0,0,0.0,0.0,1,3.2,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2013,5 year June,49,48,98.0,44,89.8,91.7,0,0.0,0.0,44,89.8,91.7,4,8.2,8.3,1,2.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2012,5 year June,50,47,94.0,47,94.0,100.0,0,0.0,0.0,47,94.0,100.0,0,0.0,0.0,3,6.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2011,5 year June,32,32,100.0,32,100.0,100.0,3,9.4,9.4,29,90.6,90.6,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2010,5 year June,14,14,100.0,14,100.0,100.0,9,64.3,64.3,5,35.7,35.7,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2009,5 year June,23,21,91.3,21,91.3,100.0,1,4.3,4.8,20,87.0,95.2,0,0.0,0.0,2,8.7,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2008,5 year June,22,21,95.5,21,95.5,100.0,3,13.6,14.3,18,81.8,85.7,0,0.0,0.0,1,4.5,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2007,5 year June,31,30,96.8,30,96.8,100.0,0,0.0,0.0,30,96.8,100.0,0,0.0,0.0,1,3.2,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2012,6 year June,49,47,95.9,47,95.9,100.0,0,0.0,0.0,47,95.9,100.0,0,0.0,0.0,2,4.1,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2011,6 year June,32,32,100.0,32,100.0,100.0,3,9.4,9.4,29,90.6,90.6,0,0.0,0.0,0,0.0,0,0.0
84M709,Harlem Village Academy West Charter School,All Students,2010,6 year June,14,14,100.0,14,100.0,100.0,9,64.3,64.3,5,35.7,35.7,0,0.0,0.0,0,0.0,0,0.0
