DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,8,ICT,56,3,18.7,16,23
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,6,Gen Ed,17,1,17,17,17
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,6,ICT,21,1,21,21,21
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,7,Gen Ed,26,1,26,26,26
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,7,ICT,51,2,25.5,24,27
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,8,ICT,46,2,23,22,24
08X392,BRONX DELTA SCHOOL,K,Gen Ed,45,2,22.5,22,23
08X392,BRONX DELTA SCHOOL,K,ICT,37,2,18.5,12,25
08X392,BRONX DELTA SCHOOL,1,Gen Ed,42,2,21,21,21
08X392,BRONX DELTA SCHOOL,1,ICT,23,1,23,23,23
08X392,BRONX DELTA SCHOOL,2,Gen Ed,26,1,26,26,26
08X392,BRONX DELTA SCHOOL,2,ICT,28,1,28,28,28
08X392,BRONX DELTA SCHOOL,3,Gen Ed,16,1,16,16,16
08X392,BRONX DELTA SCHOOL,3,ICT,18,1,18,18,18
08X424,THE HUNTS POINT SCHOOL,6,Gen Ed,61,3,20.3,19,22
08X424,THE HUNTS POINT SCHOOL,6,ICT,22,1,22,22,22
08X424,THE HUNTS POINT SCHOOL,7,Gen Ed,53,2,26.5,26,27
08X424,THE HUNTS POINT SCHOOL,7,ICT,29,1,29,29,29
08X424,THE HUNTS POINT SCHOOL,8,Gen Ed,62,2,31,30,32
08X424,THE HUNTS POINT SCHOOL,8,ICT,32,1,32,32,32
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,6,Gen Ed,89,3,29.7,29,30
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,6,ICT,32,1,32,32,32
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,7,Gen Ed,60,2,30,30,30
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,7,ICT,63,2,31.5,31,32
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,8,Gen Ed,54,2,27,27,27
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,8,ICT,54,2,27,25,29
08X467,MOTT HALL COMMUNITY SCHOOL,6,Gen Ed,65,3,21.7,17,27
08X467,MOTT HALL COMMUNITY SCHOOL,6,ICT,30,1,30,30,30
08X467,MOTT HALL COMMUNITY SCHOOL,7,Gen Ed,71,3,23.7,23,24
08X467,MOTT HALL COMMUNITY SCHOOL,7,ICT,30,1,30,30,30
08X467,MOTT HALL COMMUNITY SCHOOL,8,Gen Ed,77,3,25.7,21,32
08X467,MOTT HALL COMMUNITY SCHOOL,8,ICT,29,1,29,29,29
08X562,BLUEPRINT MIDDLE SCHOOL,6,Gen Ed,58,2,29,29,29
08X562,BLUEPRINT MIDDLE SCHOOL,6,ICT,55,2,27.5,27,28
08X562,BLUEPRINT MIDDLE SCHOOL,7,Gen Ed,54,2,27,25,29
08X562,BLUEPRINT MIDDLE SCHOOL,7,ICT,55,2,27.5,26,29
08X562,BLUEPRINT MIDDLE SCHOOL,8,Gen Ed,60,2,30,30,30
08X562,BLUEPRINT MIDDLE SCHOOL,8,ICT,30,1,30,30,30
08X583,PS 583,K,Gen Ed,42,2,21,19,23
08X583,PS 583,K,ICT,24,1,24,24,24
09X004,PS/MS 004 CROTONA PARK WEST,K,Gen Ed,38,2,19,19,19
09X004,PS/MS 004 CROTONA PARK WEST,K,ICT,19,1,19,19,19
09X004,PS/MS 004 CROTONA PARK WEST,1,Gen Ed,37,2,18.5,18,19
09X004,PS/MS 004 CROTONA PARK WEST,1,ICT,24,1,24,24,24
09X004,PS/MS 004 CROTONA PARK WEST,2,Gen Ed,45,3,15,14,16
09X004,PS/MS 004 CROTONA PARK WEST,3,Gen Ed,65,3,21.7,21,23
09X004,PS/MS 004 CROTONA PARK WEST,4,Gen Ed,34,2,17,17,17
09X004,PS/MS 004 CROTONA PARK WEST,4,ICT,17,1,17,17,17
09X004,PS/MS 004 CROTONA PARK WEST,5,Gen Ed,53,3,17.7,17,18
09X004,PS/MS 004 CROTONA PARK WEST,6,Gen Ed,47,2,23.5,23,24
09X004,PS/MS 004 CROTONA PARK WEST,7,Gen Ed,31,1,31,31,31
09X004,PS/MS 004 CROTONA PARK WEST,7,ICT,30,1,30,30,30
09X004,PS/MS 004 CROTONA PARK WEST,8,Gen Ed,22,1,22,22,22
09X004,PS/MS 004 CROTONA PARK WEST,8,ICT,28,1,28,28,28
09X011,PS 011 HIGHBRIDGE,K,Gen Ed,61,3,20.3,18,23
09X011,PS 011 HIGHBRIDGE,K,ICT,20,1,20,20,20
09X011,PS 011 HIGHBRIDGE,1,Gen Ed,76,3,25.3,23,29
09X011,PS 011 HIGHBRIDGE,1,ICT,29,1,29,29,29
09X011,PS 011 HIGHBRIDGE,2,Gen Ed,70,3,23.3,19,27
09X011,PS 011 HIGHBRIDGE,2,ICT,26,1,26,26,26
09X011,PS 011 HIGHBRIDGE,3,Gen Ed,68,3,22.7,20,25
09X011,PS 011 HIGHBRIDGE,3,ICT,19,1,19,19,19
09X011,PS 011 HIGHBRIDGE,4,Gen Ed,68,3,22.7,22,24
09X011,PS 011 HIGHBRIDGE,4,ICT,21,1,21,21,21
09X011,PS 011 HIGHBRIDGE,5,Gen Ed,71,3,23.7,21,25
09X011,PS 011 HIGHBRIDGE,5,ICT,21,1,21,21,21
09X022,JHS 022 JORDAN L MOTT,6,Gen Ed,75,3,25,24,26
09X022,JHS 022 JORDAN L MOTT,6,ICT,50,2,25,24,26
09X022,JHS 022 JORDAN L MOTT,7,Gen Ed,84,3,28,28,28
09X022,JHS 022 JORDAN L MOTT,7,ICT,60,2,30,30,30
09X022,JHS 022 JORDAN L MOTT,8,Gen Ed,75,3,25,24,26
09X022,JHS 022 JORDAN L MOTT,8,ICT,61,2,30.5,30,31
09X028,PS 028 MOUNT HOPE,K,Gen Ed,80,4,20,18,22
09X028,PS 028 MOUNT HOPE,K,ICT,20,1,20,20,20
09X028,PS 028 MOUNT HOPE,1,Gen Ed,95,4,23.8,18,28
09X028,PS 028 MOUNT HOPE,1,ICT,25,1,25,25,25
09X028,PS 028 MOUNT HOPE,2,Gen Ed,46,2,23,21,25
09X028,PS 028 MOUNT HOPE,2,ICT,27,1,27,27,27
09X028,PS 028 MOUNT HOPE,3,Gen Ed,84,3,28,26,30
09X028,PS 028 MOUNT HOPE,3,ICT,28,1,28,28,28
09X028,PS 028 MOUNT HOPE,4,Gen Ed,54,2,27,24,30
09X028,PS 028 MOUNT HOPE,4,ICT,26,1,26,26,26
09X028,PS 028 MOUNT HOPE,5,Gen Ed,62,2,31,30,32
09X028,PS 028 MOUNT HOPE,5,ICT,25,1,25,25,25
09X035,PS 035 FRANZ SIEGEL,K,Gen Ed,76,3,25.3,25,26
09X035,PS 035 FRANZ SIEGEL,K,ICT,25,1,25,25,25
09X035,PS 035 FRANZ SIEGEL,1,Gen Ed,83,3,27.7,26,30
09X035,PS 035 FRANZ SIEGEL,1,ICT,27,1,27,27,27
09X035,PS 035 FRANZ SIEGEL,2,Gen Ed,72,3,24,22,25
09X035,PS 035 FRANZ SIEGEL,2,ICT,22,1,22,22,22
09X035,PS 035 FRANZ SIEGEL,3,Gen Ed,51,2,25.5,25,26
09X035,PS 035 FRANZ SIEGEL,3,ICT,41,2,20.5,20,21
09X035,PS 035 FRANZ SIEGEL,4,Gen Ed,46,2,23,20,26
09X035,PS 035 FRANZ SIEGEL,4,ICT,52,2,26,26,26
09X035,PS 035 FRANZ SIEGEL,5,Gen Ed,86,3,28.7,28,29
09X035,PS 035 FRANZ SIEGEL,5,ICT,29,1,29,29,29
09X042,PS 042 CLAREMONT,K,Gen Ed,43,2,21.5,19,24
09X042,PS 042 CLAREMONT,K,ICT,23,1,23,23,23
09X042,PS 042 CLAREMONT,1,Gen Ed,43,2,21.5,20,23
09X042,PS 042 CLAREMONT,1,ICT,25,1,25,25,25
09X042,PS 042 CLAREMONT,2,Gen Ed,42,2,21,21,21
09X042,PS 042 CLAREMONT,2,ICT,24,1,24,24,24
09X042,PS 042 CLAREMONT,3,Gen Ed,42,2,21,21,21
09X042,PS 042 CLAREMONT,3,ICT,21,1,21,21,21
09X042,PS 042 CLAREMONT,4,Gen Ed,31,2,15.5,12,19
09X042,PS 042 CLAREMONT,4,ICT,22,1,22,22,22
09X042,PS 042 CLAREMONT,5,Gen Ed,41,2,20.5,20,21
09X042,PS 042 CLAREMONT,5,ICT,25,1,25,25,25
09X053,PS 053 BASHEER QUISIM,K,Gen Ed,134,8,16.8,15,18
09X053,PS 053 BASHEER QUISIM,K,ICT,17,1,17,17,17
09X053,PS 053 BASHEER QUISIM,1,Gen Ed,159,7,22.7,19,25
09X053,PS 053 BASHEER QUISIM,1,ICT,24,1,24,24,24
09X053,PS 053 BASHEER QUISIM,2,Gen Ed,137,7,19.6,17,22
09X053,PS 053 BASHEER QUISIM,2,ICT,22,1,22,22,22
09X053,PS 053 BASHEER QUISIM,3,Gen Ed,150,9,16.7,15,20
09X053,PS 053 BASHEER QUISIM,3,ICT,23,1,23,23,23
09X053,PS 053 BASHEER QUISIM,4,Gen Ed,164,9,18.2,16,22
09X053,PS 053 BASHEER QUISIM,4,ICT,22,1,22,22,22
09X053,PS 053 BASHEER QUISIM,5,Gen Ed,160,9,17.8,15,23
09X053,PS 053 BASHEER QUISIM,5,ICT,17,1,17,17,17
09X055,PS 055 BENJAMIN FRANKLIN,K,Gen Ed,74,3,24.7,24,25
09X055,PS 055 BENJAMIN FRANKLIN,K,ICT,26,1,26,26,26
09X055,PS 055 BENJAMIN FRANKLIN,1,Gen Ed,65,3,21.7,19,23
09X055,PS 055 BENJAMIN FRANKLIN,1,ICT,17,1,17,17,17
09X055,PS 055 BENJAMIN FRANKLIN,2,Gen Ed,70,3,23.3,22,26
09X055,PS 055 BENJAMIN FRANKLIN,2,ICT,19,1,19,19,19
09X055,PS 055 BENJAMIN FRANKLIN,3,Gen Ed,80,3,26.7,24,28
09X055,PS 055 BENJAMIN FRANKLIN,3,ICT,28,1,28,28,28
09X055,PS 055 BENJAMIN FRANKLIN,4,Gen Ed,72,3,24,23,25
09X055,PS 055 BENJAMIN FRANKLIN,4,ICT,26,1,26,26,26
09X055,PS 055 BENJAMIN FRANKLIN,5,Gen Ed,76,3,25.3,25,26
09X055,PS 055 BENJAMIN FRANKLIN,5,ICT,22,1,22,22,22
09X058,PS 058,K,Gen Ed,35,2,17.5,14,21
09X058,PS 058,K,ICT,16,1,16,16,16
09X058,PS 058,1,Gen Ed,64,3,21.3,19,23
09X058,PS 058,2,Gen Ed,63,3,21,20,23
09X058,PS 058,3,Gen Ed,44,2,22,22,22
09X058,PS 058,3,ICT,15,1,15,15,15
09X058,PS 058,4,Gen Ed,58,2,29,29,29
09X058,PS 058,5,Gen Ed,52,2,26,25,27
09X063,PS 063 AUTHOR'S ACADEMY,K,Gen Ed,63,3,21,19,23
09X063,PS 063 AUTHOR'S ACADEMY,K,ICT,20,1,20,20,20
09X063,PS 063 AUTHOR'S ACADEMY,1,Gen Ed,53,2,26.5,26,27
09X063,PS 063 AUTHOR'S ACADEMY,1,ICT,24,1,24,24,24
09X063,PS 063 AUTHOR'S ACADEMY,2,Gen Ed,76,3,25.3,25,26
09X063,PS 063 AUTHOR'S ACADEMY,2,ICT,24,1,24,24,24
09X063,PS 063 AUTHOR'S ACADEMY,3,Gen Ed,49,2,24.5,22,27
09X063,PS 063 AUTHOR'S ACADEMY,3,ICT,22,1,22,22,22
09X063,PS 063 AUTHOR'S ACADEMY,4,Gen Ed,47,2,23.5,23,24
09X063,PS 063 AUTHOR'S ACADEMY,4,ICT,20,1,20,20,20
09X063,PS 063 AUTHOR'S ACADEMY,5,Gen Ed,72,3,24,22,26
09X063,PS 063 AUTHOR'S ACADEMY,5,ICT,26,1,26,26,26
09X070,PS 070 MAX SCHOENFELD,K,Gen Ed,145,7,20.7,18,22
09X070,PS 070 MAX SCHOENFELD,K,ICT,24,1,24,24,24
09X070,PS 070 MAX SCHOENFELD,1,Gen Ed,176,7,25.1,21,28
09X070,PS 070 MAX SCHOENFELD,1,ICT,25,1,25,25,25
09X070,PS 070 MAX SCHOENFELD,2,Gen Ed,130,5,26,25,27
09X070,PS 070 MAX SCHOENFELD,2,ICT,49,2,24.5,24,25
09X070,PS 070 MAX SCHOENFELD,3,Gen Ed,167,6,27.8,24,30
09X070,PS 070 MAX SCHOENFELD,3,ICT,26,1,26,26,26
09X070,PS 070 MAX SCHOENFELD,4,Gen Ed,161,7,23,20,31
09X070,PS 070 MAX SCHOENFELD,4,ICT,25,1,25,25,25
09X070,PS 070 MAX SCHOENFELD,5,Gen Ed,178,7,25.4,23,29
09X070,PS 070 MAX SCHOENFELD,5,ICT,29,1,29,29,29
09X073,PS 073 BRONX,K,Gen Ed,68,3,22.7,19,25
09X073,PS 073 BRONX,K,ICT,25,1,25,25,25
09X073,PS 073 BRONX,1,Gen Ed,71,3,23.7,22,25
09X073,PS 073 BRONX,1,ICT,23,1,23,23,23
09X073,PS 073 BRONX,2,Gen Ed,108,4,27,26,28
09X073,PS 073 BRONX,3,Gen Ed,102,5,20.4,17,26
09X073,PS 073 BRONX,4,Gen Ed,87,4,21.8,20,24
09X073,PS 073 BRONX,4,ICT,23,1,23,23,23
09X073,PS 073 BRONX,5,Gen Ed,79,3,26.3,23,30
09X073,PS 073 BRONX,5,ICT,25,1,25,25,25
09X088,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,K,Gen Ed,40,2,20,20,20
09X088,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,1,Gen Ed,39,2,19.5,19,20
09X088,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,2,Gen Ed,27,1,27,27,27
09X088,PS X088 - S SILVERSTEIN LITTLE SPARROW SCHOOL,3,Gen Ed,20,2,10,10,10
09X109,PS 109 SEDGWICK,K,Gen Ed,90,4,22.5,19,25
09X109,PS 109 SEDGWICK,K,ICT,15,1,15,15,15
09X109,PS 109 SEDGWICK,1,Gen Ed,71,3,23.7,22,25
09X109,PS 109 SEDGWICK,1,ICT,25,1,25,25,25
09X109,PS 109 SEDGWICK,2,Gen Ed,82,4,20.5,18,22
09X109,PS 109 SEDGWICK,2,ICT,26,1,26,26,26
09X109,PS 109 SEDGWICK,3,Gen Ed,56,2,28,27,29
09X109,PS 109 SEDGWICK,3,ICT,26,1,26,26,26
09X109,PS 109 SEDGWICK,4,Gen Ed,73,3,24.3,23,26
09X109,PS 109 SEDGWICK,4,ICT,22,1,22,22,22
09X109,PS 109 SEDGWICK,5,Gen Ed,43,2,21.5,19,24
09X109,PS 109 SEDGWICK,5,ICT,50,2,25,22,28
09X110,PS 110 THEODORE SCHOENFELD,K,Gen Ed,74,3,24.7,24,25
09X110,PS 110 THEODORE SCHOENFELD,1,Gen Ed,50,2,25,21,29
09X110,PS 110 THEODORE SCHOENFELD,2,Gen Ed,72,3,24,21,26
09X110,PS 110 THEODORE SCHOENFELD,3,Gen Ed,64,2,32,32,32
09X110,PS 110 THEODORE SCHOENFELD,4,Gen Ed,64,2,32,32,32
09X110,PS 110 THEODORE SCHOENFELD,5,Gen Ed,58,2,29,28,30
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,K,Gen Ed,87,4,21.8,17,25
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,K,ICT,16,1,16,16,16
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,1,Gen Ed,76,4,19,16,24
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,1,ICT,20,1,20,20,20
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,2,Gen Ed,99,4,24.8,21,27
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,2,ICT,31,1,31,31,31
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,3,Gen Ed,75,3,25,23,27
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,3,ICT,31,1,31,31,31
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,4,Gen Ed,95,3,31.7,31,32
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,4,ICT,28,1,28,28,28
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,5,Gen Ed,98,4,24.5,24,26
09X114,PS X114 - LUIS LLORENS TORRES SCHOOLS,5,ICT,28,1,28,28,28
09X117,IS 117 JOSEPH H WADE,6,Gen Ed,119,5,23.8,18,29
09X117,IS 117 JOSEPH H WADE,6,ICT,23,1,23,23,23
09X117,IS 117 JOSEPH H WADE,7,Gen Ed,106,4,26.5,18,31
09X117,IS 117 JOSEPH H WADE,7,ICT,52,2,26,26,26
09X117,IS 117 JOSEPH H WADE,8,Gen Ed,115,4,28.8,26,30
09X117,IS 117 JOSEPH H WADE,8,ICT,31,1,31,31,31
09X126,PS 126 DR MARJORIE H DUNBAR,K,Gen Ed,68,3,22.7,22,24
09X126,PS 126 DR MARJORIE H DUNBAR,K,ICT,18,1,18,18,18
09X126,PS 126 DR MARJORIE H DUNBAR,1,Gen Ed,63,3,21,20,22
09X126,PS 126 DR MARJORIE H DUNBAR,1,ICT,19,1,19,19,19
09X126,PS 126 DR MARJORIE H DUNBAR,2,Gen Ed,57,3,19,17,21
09X126,PS 126 DR MARJORIE H DUNBAR,2,ICT,25,1,25,25,25
09X126,PS 126 DR MARJORIE H DUNBAR,3,Gen Ed,59,3,19.7,16,22
09X126,PS 126 DR MARJORIE H DUNBAR,3,ICT,23,1,23,23,23
09X126,PS 126 DR MARJORIE H DUNBAR,4,Gen Ed,32,1,32,32,32
09X126,PS 126 DR MARJORIE H DUNBAR,4,ICT,31,1,31,31,31
09X126,PS 126 DR MARJORIE H DUNBAR,5,Gen Ed,24,1,24,24,24
09X126,PS 126 DR MARJORIE H DUNBAR,5,ICT,30,1,30,30,30
09X128,MOTT HALL III,6,Gen Ed,85,3,28.3,28,29
09X128,MOTT HALL III,6,ICT,27,1,27,27,27
09X128,MOTT HALL III,7,Gen Ed,89,3,29.7,29,30
09X128,MOTT HALL III,7,ICT,30,1,30,30,30
09X128,MOTT HALL III,8,Gen Ed,83,3,27.7,26,29
09X128,MOTT HALL III,8,ICT,27,1,27,27,27
09X132,PS 132 GARRET A MORGAN,K,Gen Ed,39,2,19.5,17,22
09X132,PS 132 GARRET A MORGAN,K,ICT,23,1,23,23,23
09X132,PS 132 GARRET A MORGAN,1,Gen Ed,20,1,20,20,20
09X132,PS 132 GARRET A MORGAN,1,ICT,19,1,19,19,19
09X132,PS 132 GARRET A MORGAN,2,Gen Ed,40,2,20,17,23
09X132,PS 132 GARRET A MORGAN,2,ICT,19,1,19,19,19
09X132,PS 132 GARRET A MORGAN,3,Gen Ed,32,1,32,32,32
09X132,PS 132 GARRET A MORGAN,3,ICT,32,1,32,32,32
09X132,PS 132 GARRET A MORGAN,4,Gen Ed,27,1,27,27,27
09X132,PS 132 GARRET A MORGAN,4,ICT,30,1,30,30,30
09X132,PS 132 GARRET A MORGAN,5,Gen Ed,26,1,26,26,26
09X132,PS 132 GARRET A MORGAN,5,ICT,30,1,30,30,30
09X163,PS 163 ARTHUR A SCHOMBURG,K,Gen Ed,38,2,19,14,24
09X163,PS 163 ARTHUR A SCHOMBURG,K,ICT,21,1,21,21,21
09X163,PS 163 ARTHUR A SCHOMBURG,1,Gen Ed,44,2,22,17,27
09X163,PS 163 ARTHUR A SCHOMBURG,1,ICT,26,1,26,26,26
09X163,PS 163 ARTHUR A SCHOMBURG,2,Gen Ed,61,3,20.3,18,22
09X163,PS 163 ARTHUR A SCHOMBURG,2,ICT,19,1,19,19,19
09X163,PS 163 ARTHUR A SCHOMBURG,3,Gen Ed,42,2,21,21,21
09X163,PS 163 ARTHUR A SCHOMBURG,3,ICT,25,1,25,25,25
09X163,PS 163 ARTHUR A SCHOMBURG,4,Gen Ed,29,1,29,29,29
09X163,PS 163 ARTHUR A SCHOMBURG,4,ICT,25,1,25,25,25
09X163,PS 163 ARTHUR A SCHOMBURG,5,Gen Ed,44,2,22,21,23
09X170,PS 170,K,Gen Ed,64,3,21.3,14,25
09X170,PS 170,K,ICT,23,1,23,23,23
09X170,PS 170,1,Gen Ed,65,3,21.7,17,24
09X170,PS 170,1,ICT,23,1,23,23,23
09X170,PS 170,2,Gen Ed,69,3,23,20,25
09X170,PS 170,2,ICT,23,1,23,23,23
09X199,PS 199X - THE SHAKESPEARE SCHOOL,K,Gen Ed,78,4,19.5,16,26
09X199,PS 199X - THE SHAKESPEARE SCHOOL,K,ICT,18,1,18,18,18
09X199,PS 199X - THE SHAKESPEARE SCHOOL,1,Gen Ed,75,4,18.8,9,24
09X199,PS 199X - THE SHAKESPEARE SCHOOL,1,ICT,19,1,19,19,19
09X199,PS 199X - THE SHAKESPEARE SCHOOL,2,Gen Ed,86,4,21.5,12,28
09X199,PS 199X - THE SHAKESPEARE SCHOOL,2,ICT,25,1,25,25,25
09X199,PS 199X - THE SHAKESPEARE SCHOOL,3,Gen Ed,93,4,23.3,18,27
09X199,PS 199X - THE SHAKESPEARE SCHOOL,3,ICT,27,1,27,27,27
09X199,PS 199X - THE SHAKESPEARE SCHOOL,4,Gen Ed,54,2,27,26,28
09X199,PS 199X - THE SHAKESPEARE SCHOOL,4,ICT,30,1,30,30,30
09X199,PS 199X - THE SHAKESPEARE SCHOOL,5,Gen Ed,60,3,20,16,25
09X199,PS 199X - THE SHAKESPEARE SCHOOL,5,ICT,25,1,25,25,25
09X204,PS 204 MORRIS HEIGHTS,K,Gen Ed,67,3,22.3,21,23
09X204,PS 204 MORRIS HEIGHTS,1,Gen Ed,66,3,22,22,22
09X204,PS 204 MORRIS HEIGHTS,2,Gen Ed,55,3,18.3,18,19
09X204,PS 204 MORRIS HEIGHTS,2,ICT,22,1,22,22,22
09X204,PS 204 MORRIS HEIGHTS,3,Gen Ed,56,2,28,27,29
09X204,PS 204 MORRIS HEIGHTS,3,G&T,29,1,29,29,29
09X204,PS 204 MORRIS HEIGHTS,3,ICT,28,1,28,28,28
09X204,PS 204 MORRIS HEIGHTS,4,Gen Ed,60,2,30,29,31
09X204,PS 204 MORRIS HEIGHTS,4,G&T,24,1,24,24,24
09X204,PS 204 MORRIS HEIGHTS,4,ICT,30,1,30,30,30
09X204,PS 204 MORRIS HEIGHTS,5,Gen Ed,50,2,25,21,29
09X204,PS 204 MORRIS HEIGHTS,5,ICT,60,2,30,29,31
09X215,KAPPA,6,Gen Ed,99,4,24.8,23,26
09X215,KAPPA,6,ICT,24,1,24,24,24
09X215,KAPPA,7,Gen Ed,71,3,23.7,23,24
09X215,KAPPA,7,ICT,23,1,23,23,23
09X215,KAPPA,8,Gen Ed,72,3,24,22,26
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,K,Gen Ed,95,4,23.8,23,25
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,K,ICT,25,1,25,25,25
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,1,Gen Ed,92,4,23,21,25
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,1,ICT,26,1,26,26,26
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,2,Gen Ed,105,4,26.3,25,27
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,2,ICT,27,1,27,27,27
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,3,Gen Ed,87,3,29,28,30
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,3,ICT,28,1,28,28,28
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,4,Gen Ed,85,3,28.3,28,29
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,4,ICT,25,1,25,25,25
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,5,Gen Ed,79,3,26.3,25,28
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,5,ICT,28,1,28,28,28
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,6,Gen Ed,85,3,28.3,27,29
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,6,ICT,29,1,29,29,29
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,7,Gen Ed,52,2,26,25,27
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,7,ICT,56,2,28,27,29
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,8,Gen Ed,68,3,22.7,21,24
09X218,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,8,ICT,23,1,23,23,23
09X219,IS 219 NEW VENTURE SCHOOL,6,Gen Ed,63,3,21,17,23
09X219,IS 219 NEW VENTURE SCHOOL,6,ICT,45,2,22.5,22,23
09X219,IS 219 NEW VENTURE SCHOOL,7,Gen Ed,77,3,25.7,22,28
09X219,IS 219 NEW VENTURE SCHOOL,7,ICT,25,1,25,25,25
09X219,IS 219 NEW VENTURE SCHOOL,8,Gen Ed,64,3,21.3,19,25
09X219,IS 219 NEW VENTURE SCHOOL,8,ICT,25,1,25,25,25
09X229,IS 229 ROLAND PATTERSON,6,Gen Ed,29,1,29,29,29
09X229,IS 229 ROLAND PATTERSON,6,ICT,44,2,22,18,26
09X229,IS 229 ROLAND PATTERSON,7,Gen Ed,22,1,22,22,22
09X229,IS 229 ROLAND PATTERSON,7,ICT,47,2,23.5,21,26
09X229,IS 229 ROLAND PATTERSON,8,Gen Ed,15,1,15,15,15
09X229,IS 229 ROLAND PATTERSON,8,ICT,49,2,24.5,23,26
09X231,EAGLE ACADEMY FOR YOUNG MEN,6,ICT,74,3,24.7,24,26
09X231,EAGLE ACADEMY FOR YOUNG MEN,7,ICT,63,3,21,19,23
09X231,EAGLE ACADEMY FOR YOUNG MEN,8,ICT,54,2,27,26,28
09X232,IS 232,6,Gen Ed,127,5,25.4,22,29
09X232,IS 232,6,ICT,26,1,26,26,26
09X232,IS 232,7,Gen Ed,106,5,21.2,17,23
09X232,IS 232,7,ICT,27,1,27,27,27
09X232,IS 232,8,Gen Ed,129,5,25.8,22,29
09X232,IS 232,8,ICT,26,1,26,26,26
09X236,PS 236 LANGSTON HUGHES,K,Gen Ed,24,1,24,24,24
09X236,PS 236 LANGSTON HUGHES,K,ICT,25,1,25,25,25
09X236,PS 236 LANGSTON HUGHES,1,Gen Ed,23,1,23,23,23
09X236,PS 236 LANGSTON HUGHES,1,ICT,24,1,24,24,24
09X236,PS 236 LANGSTON HUGHES,2,Gen Ed,24,1,24,24,24
09X236,PS 236 LANGSTON HUGHES,2,ICT,22,1,22,22,22
09X236,PS 236 LANGSTON HUGHES,3,ICT,54,2,27,27,27
