SECTOR_NAME,DATA YEAR,ENTRY_COHORT,GROUP,SUBGROUP,TOTAL_COHORT,ASSOC EARNED < 2 YEARS,ASSOC EARNED IN 2 YEARS,ASSOC EARNED IN 3 YEARS,ASSOC EARNED IN 4 YEARS,ASSOC EARNED IN 5 YEARS,ASSOC EARNED IN 6 YEARS,BACH EARNED IN 4 YEARS,BACH EARNED IN 5 YEARS,BACH EARNED IN 6 YEARS,PERCENT STILL ENROLLED,PERCENT TRANSFERRED OUT,IPEDS EXCLUSIONS,OTHER EXCLUSIONS
INDEPENDENT,2016-17,First-Time Entrants,High School Credential,Other US Diploma,21645,0.00%,0.02%,0.06%,0.01%,0.00%,0.00%,63.90%,72.07%,74.32%,0.60%,11.19%,0.14%,13.49%
INDEPENDENT,2017-18,First-Time Entrants,High School Credential,Other US Diploma,21114,0.00%,0.02%,0.04%,0.00%,0.00%,0.00%,65.90%,73.96%,75.81%,0.53%,12.29%,0.21%,11.26%
INDEPENDENT,2018-19,First-Time Entrants,High School Credential,Other US Diploma,21143,0.00%,0.01%,0.03%,0.01%,0.00%,0.00%,66.59%,74.68%,76.54%,0.53%,10.08%,0.25%,12.77%
INDEPENDENT,2008-09,First-Time Entrants,High School Credential,Foreign Secondary Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
INDEPENDENT,2009-10,First-Time Entrants,High School Credential,Foreign Secondary Credential,1212,0.00%,0.25%,0.25%,0.00%,0.08%,0.00%,64.40%,72.60%,74.92%,0.83%,2.64%,0.33%,21.20%
INDEPENDENT,2010-11,First-Time Entrants,High School Credential,Foreign Secondary Credential,1419,0.00%,0.00%,0.07%,0.00%,0.07%,0.00%,66.86%,74.56%,76.75%,1.06%,2.89%,0.28%,19.10%
INDEPENDENT,2011-12,First-Time Entrants,High School Credential,Foreign Secondary Credential,1557,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,65.06%,75.16%,78.64%,1.35%,3.28%,0.19%,16.70%
INDEPENDENT,2012-13,First-Time Entrants,High School Credential,Foreign Secondary Credential,1751,0.00%,0.17%,0.23%,0.11%,0.06%,0.00%,62.94%,72.57%,75.60%,1.71%,2.46%,0.29%,19.76%
INDEPENDENT,2013-14,First-Time Entrants,High School Credential,Foreign Secondary Credential,1839,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,66.21%,75.56%,78.18%,1.41%,2.61%,0.54%,17.62%
INDEPENDENT,2014-15,First-Time Entrants,High School Credential,Foreign Secondary Credential,2203,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,65.09%,75.91%,79.00%,1.59%,3.13%,1.45%,15.93%
INDEPENDENT,2015-16,First-Time Entrants,High School Credential,Foreign Secondary Credential,2453,1.07%,0.29%,0.29%,0.08%,0.00%,0.00%,61.93%,74.00%,77.00%,1.14%,6.48%,0.73%,13.78%
INDEPENDENT,2016-17,First-Time Entrants,High School Credential,Foreign Secondary Credential,2448,0.00%,0.53%,0.82%,0.00%,0.00%,0.00%,64.44%,75.20%,78.64%,0.82%,3.64%,0.53%,15.65%
INDEPENDENT,2017-18,First-Time Entrants,High School Credential,Foreign Secondary Credential,2664,0.00%,0.72%,0.87%,0.00%,0.00%,0.00%,67.11%,75.89%,79.24%,1.01%,4.13%,0.38%,14.68%
INDEPENDENT,2018-19,First-Time Entrants,High School Credential,Foreign Secondary Credential,2819,0.00%,0.39%,0.39%,0.00%,0.04%,0.00%,68.14%,77.51%,79.90%,1.31%,3.16%,0.46%,15.15%
INDEPENDENT,2008-09,First-Time Entrants,High School Credential,High School Equivalent,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
INDEPENDENT,2009-10,First-Time Entrants,High School Credential,High School Equivalent,215,0.00%,1.88%,4.69%,0.93%,0.00%,0.00%,21.13%,22.54%,22.54%,5.12%,14.42%,0.93%,51.63%
INDEPENDENT,2010-11,First-Time Entrants,High School Credential,High School Equivalent,178,0.00%,1.14%,1.70%,0.00%,0.00%,0.00%,10.80%,35.23%,38.64%,3.93%,10.11%,1.12%,44.94%
INDEPENDENT,2011-12,First-Time Entrants,High School Credential,High School Equivalent,169,0.00%,0.00%,8.59%,0.00%,0.00%,0.59%,30.06%,39.26%,40.49%,3.55%,7.69%,3.55%,37.28%
INDEPENDENT,2012-13,First-Time Entrants,High School Credential,High School Equivalent,164,0.00%,0.00%,0.00%,10.37%,0.00%,0.00%,15.72%,18.24%,20.75%,0.61%,15.85%,3.05%,48.17%
INDEPENDENT,2013-14,First-Time Entrants,High School Credential,High School Equivalent,112,0.00%,0.00%,0.00%,0.00%,0.89%,0.00%,36.04%,47.75%,48.65%,3.57%,18.75%,0.89%,25.89%
INDEPENDENT,2014-15,First-Time Entrants,High School Credential,High School Equivalent,108,0.00%,0.00%,0.00%,0.00%,0.00%,0.93%,25.93%,39.81%,39.81%,3.70%,12.96%,0.00%,42.59%
INDEPENDENT,2015-16,First-Time Entrants,High School Credential,High School Equivalent,130,0.00%,0.00%,0.00%,0.77%,0.00%,0.00%,31.01%,37.21%,37.98%,3.85%,19.23%,0.77%,37.69%
INDEPENDENT,2016-17,First-Time Entrants,High School Credential,High School Equivalent,119,0.00%,0.00%,0.85%,0.00%,0.00%,0.00%,14.41%,17.80%,21.19%,1.68%,29.41%,0.84%,46.22%
INDEPENDENT,2017-18,First-Time Entrants,High School Credential,High School Equivalent,179,0.00%,0.00%,1.12%,0.00%,0.00%,0.56%,19.55%,28.49%,32.40%,2.79%,23.46%,0.00%,39.66%
INDEPENDENT,2018-19,First-Time Entrants,High School Credential,High School Equivalent,130,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.23%,33.85%,36.15%,0.00%,23.85%,0.00%,40.00%
INDEPENDENT,2008-09,First-Time Entrants,High School Credential,No Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
INDEPENDENT,2009-10,First-Time Entrants,High School Credential,No Credential,199,0.00%,0.50%,1.51%,1.01%,0.00%,0.00%,16.08%,23.12%,25.13%,5.53%,27.64%,0.00%,39.20%
INDEPENDENT,2010-11,First-Time Entrants,High School Credential,No Credential,129,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.90%,25.98%,26.77%,3.10%,27.91%,1.55%,41.09%
INDEPENDENT,2011-12,First-Time Entrants,High School Credential,No Credential,128,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.81%,42.19%,43.75%,2.34%,26.56%,0.00%,27.34%
INDEPENDENT,2012-13,First-Time Entrants,High School Credential,No Credential,239,0.00%,1.26%,2.09%,0.84%,0.00%,0.00%,37.24%,48.95%,53.14%,2.51%,17.15%,0.00%,24.27%
INDEPENDENT,2013-14,First-Time Entrants,High School Credential,No Credential,138,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35.51%,47.10%,50.72%,2.17%,18.12%,0.00%,28.99%
INDEPENDENT,2014-15,First-Time Entrants,High School Credential,No Credential,132,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38.64%,49.24%,53.79%,0.00%,24.24%,0.00%,21.97%
INDEPENDENT,2015-16,First-Time Entrants,High School Credential,No Credential,33,0.00%,0.00%,0.00%,0.00%,3.03%,0.00%,21.21%,24.24%,30.30%,0.00%,21.21%,0.00%,45.45%
INDEPENDENT,2016-17,First-Time Entrants,High School Credential,No Credential,169,0.00%,0.00%,0.59%,0.59%,0.00%,0.00%,36.69%,42.01%,44.38%,2.96%,30.77%,0.00%,20.71%
INDEPENDENT,2017-18,First-Time Entrants,High School Credential,No Credential,149,0.00%,0.68%,1.35%,0.00%,0.00%,0.00%,40.54%,45.27%,46.62%,2.01%,32.21%,0.67%,17.45%
INDEPENDENT,2018-19,First-Time Entrants,High School Credential,No Credential,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,83.33%,83.33%,83.33%,0.00%,0.00%,0.00%,16.67%
INDEPENDENT,2008-09,First-Time Entrants,High School Credential,Unknown Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
INDEPENDENT,2009-10,First-Time Entrants,High School Credential,Unknown Credential,9285,0.00%,0.19%,0.51%,0.03%,0.00%,0.01%,50.09%,60.04%,62.52%,0.90%,4.23%,0.54%,31.59%
INDEPENDENT,2010-11,First-Time Entrants,High School Credential,Unknown Credential,6256,0.00%,0.05%,0.18%,0.11%,0.00%,0.00%,40.54%,54.44%,57.97%,1.12%,5.56%,0.67%,34.78%
INDEPENDENT,2011-12,First-Time Entrants,High School Credential,Unknown Credential,4135,0.00%,0.00%,0.02%,0.02%,0.02%,0.02%,42.78%,57.19%,59.59%,1.19%,7.59%,0.12%,31.49%
INDEPENDENT,2012-13,First-Time Entrants,High School Credential,Unknown Credential,4386,0.00%,0.05%,0.09%,0.07%,0.00%,0.00%,45.90%,57.00%,58.71%,0.93%,8.32%,0.16%,31.81%
INDEPENDENT,2013-14,First-Time Entrants,High School Credential,Unknown Credential,3266,0.00%,0.00%,0.12%,0.03%,0.03%,0.00%,37.19%,46.26%,47.92%,1.38%,11.82%,0.12%,38.64%
INDEPENDENT,2014-15,First-Time Entrants,High School Credential,Unknown Credential,2839,0.53%,0.07%,0.07%,0.00%,0.07%,0.04%,37.96%,49.08%,51.45%,1.30%,12.29%,0.25%,34.13%
INDEPENDENT,2015-16,First-Time Entrants,High School Credential,Unknown Credential,1823,0.00%,0.16%,0.38%,0.05%,0.00%,0.00%,36.85%,46.90%,49.15%,1.15%,12.56%,0.11%,36.64%
INDEPENDENT,2016-17,First-Time Entrants,High School Credential,Unknown Credential,3372,0.00%,0.06%,0.15%,0.03%,0.00%,0.00%,50.52%,60.10%,61.91%,1.19%,5.78%,0.27%,30.75%
INDEPENDENT,2017-18,First-Time Entrants,High School Credential,Unknown Credential,1730,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,48.43%,60.21%,62.24%,1.21%,13.24%,0.35%,23.12%
INDEPENDENT,2018-19,First-Time Entrants,High School Credential,Unknown Credential,1439,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,45.81%,63.41%,68.51%,1.46%,8.06%,0.49%,21.75%
PROPRIETARY,2008-09,First-Time Entrants,High School Credential,New York State Diploma,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,High School Credential,New York State Diploma,761,0.00%,0.66%,1.05%,0.00%,0.13%,0.00%,49.01%,56.24%,57.82%,5.12%,11.04%,0.00%,24.84%
PROPRIETARY,2010-11,First-Time Entrants,High School Credential,New York State Diploma,759,0.00%,0.53%,0.53%,0.00%,0.13%,0.00%,45.06%,52.17%,55.99%,2.64%,13.44%,0.00%,27.27%
PROPRIETARY,2011-12,First-Time Entrants,High School Credential,New York State Diploma,868,0.00%,0.46%,0.58%,0.23%,0.00%,0.00%,47.12%,53.46%,56.57%,1.04%,10.25%,0.00%,31.34%
PROPRIETARY,2012-13,First-Time Entrants,High School Credential,New York State Diploma,1128,0.00%,0.80%,1.15%,0.00%,0.09%,0.00%,40.23%,46.63%,48.93%,1.77%,5.41%,0.18%,42.55%
PROPRIETARY,2013-14,First-Time Entrants,High School Credential,New York State Diploma,1133,0.00%,0.35%,0.44%,0.44%,0.09%,0.18%,35.04%,40.42%,42.63%,1.41%,7.41%,0.00%,47.40%
PROPRIETARY,2014-15,First-Time Entrants,High School Credential,New York State Diploma,866,0.00%,4.04%,5.77%,0.12%,0.00%,0.00%,42.49%,49.19%,52.08%,0.58%,7.85%,0.00%,33.60%
PROPRIETARY,2015-16,First-Time Entrants,High School Credential,New York State Diploma,988,0.00%,1.62%,2.23%,0.00%,0.10%,0.00%,44.03%,50.30%,51.82%,0.81%,10.93%,0.00%,34.11%
PROPRIETARY,2016-17,First-Time Entrants,High School Credential,New York State Diploma,786,0.00%,2.42%,2.67%,0.00%,0.00%,0.25%,49.75%,55.73%,58.52%,1.02%,13.49%,0.00%,24.05%
PROPRIETARY,2017-18,First-Time Entrants,High School Credential,New York State Diploma,887,0.00%,0.68%,1.36%,0.34%,0.11%,0.34%,46.67%,53.56%,56.05%,0.90%,20.63%,0.23%,20.18%
PROPRIETARY,2018-19,First-Time Entrants,High School Credential,New York State Diploma,1176,0.00%,2.04%,2.64%,0.43%,0.09%,0.09%,47.66%,53.79%,55.74%,1.02%,17.18%,0.09%,22.79%
PROPRIETARY,2008-09,First-Time Entrants,High School Credential,Other US Diploma,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,High School Credential,Other US Diploma,419,0.00%,1.43%,1.91%,0.00%,0.00%,0.00%,58.00%,63.72%,64.20%,0.72%,12.89%,0.00%,20.29%
PROPRIETARY,2010-11,First-Time Entrants,High School Credential,Other US Diploma,489,0.00%,0.61%,0.82%,0.00%,0.00%,0.00%,54.81%,64.21%,64.83%,0.41%,13.70%,0.00%,20.25%
PROPRIETARY,2011-12,First-Time Entrants,High School Credential,Other US Diploma,626,0.00%,0.64%,1.28%,0.00%,0.00%,0.00%,49.52%,55.75%,57.19%,0.80%,12.94%,0.00%,27.80%
PROPRIETARY,2012-13,First-Time Entrants,High School Credential,Other US Diploma,699,0.00%,0.14%,0.43%,0.14%,0.00%,0.29%,41.73%,47.19%,48.35%,0.86%,11.73%,0.57%,37.91%
PROPRIETARY,2013-14,First-Time Entrants,High School Credential,Other US Diploma,624,0.00%,0.48%,0.48%,0.00%,0.16%,0.16%,48.40%,54.17%,55.77%,0.64%,13.46%,0.00%,29.33%
PROPRIETARY,2014-15,First-Time Entrants,High School Credential,Other US Diploma,556,0.00%,1.98%,2.52%,0.00%,0.18%,0.00%,54.32%,57.37%,58.45%,0.54%,12.05%,0.00%,26.26%
PROPRIETARY,2015-16,First-Time Entrants,High School Credential,Other US Diploma,638,0.00%,0.31%,0.47%,0.00%,0.00%,0.00%,47.02%,54.23%,55.33%,0.78%,14.73%,0.00%,28.68%
PROPRIETARY,2016-17,First-Time Entrants,High School Credential,Other US Diploma,638,0.00%,0.63%,0.78%,0.00%,0.00%,0.00%,46.71%,53.29%,55.02%,1.10%,15.20%,0.00%,27.90%
PROPRIETARY,2017-18,First-Time Entrants,High School Credential,Other US Diploma,468,0.00%,0.64%,0.85%,0.00%,0.00%,0.00%,55.77%,60.90%,62.18%,0.85%,23.72%,0.00%,12.39%
PROPRIETARY,2018-19,First-Time Entrants,High School Credential,Other US Diploma,243,0.00%,3.70%,4.94%,0.00%,0.41%,0.00%,40.33%,44.44%,45.27%,0.41%,24.69%,0.00%,24.28%
PROPRIETARY,2008-09,First-Time Entrants,High School Credential,Foreign Secondary Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,High School Credential,Foreign Secondary Credential,79,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62.03%,86.08%,86.08%,2.53%,2.53%,0.00%,8.86%
PROPRIETARY,2010-11,First-Time Entrants,High School Credential,Foreign Secondary Credential,110,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.36%,65.45%,68.18%,4.55%,1.82%,0.00%,25.45%
PROPRIETARY,2011-12,First-Time Entrants,High School Credential,Foreign Secondary Credential,80,0.00%,0.00%,1.25%,0.00%,0.00%,0.00%,67.50%,71.25%,75.00%,0.00%,8.75%,0.00%,15.00%
PROPRIETARY,2012-13,First-Time Entrants,High School Credential,Foreign Secondary Credential,130,0.00%,0.77%,2.31%,0.00%,0.00%,0.00%,43.85%,53.08%,58.46%,3.08%,1.54%,0.00%,34.62%
PROPRIETARY,2013-14,First-Time Entrants,High School Credential,Foreign Secondary Credential,140,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,55.00%,62.86%,66.43%,2.14%,3.57%,0.00%,27.86%
PROPRIETARY,2014-15,First-Time Entrants,High School Credential,Foreign Secondary Credential,146,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,63.70%,71.23%,75.34%,3.42%,2.74%,0.00%,17.81%
PROPRIETARY,2015-16,First-Time Entrants,High School Credential,Foreign Secondary Credential,186,0.00%,0.00%,0.54%,0.00%,0.54%,0.00%,45.70%,60.75%,63.44%,2.69%,2.15%,0.00%,30.65%
PROPRIETARY,2016-17,First-Time Entrants,High School Credential,Foreign Secondary Credential,145,0.00%,0.69%,0.69%,0.00%,0.00%,0.00%,60.00%,72.41%,74.48%,2.07%,3.45%,0.00%,19.31%
PROPRIETARY,2017-18,First-Time Entrants,High School Credential,Foreign Secondary Credential,225,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.00%,65.78%,68.00%,0.44%,13.78%,0.00%,17.78%
PROPRIETARY,2018-19,First-Time Entrants,High School Credential,Foreign Secondary Credential,399,0.00%,1.00%,1.00%,0.00%,0.00%,0.00%,48.62%,60.90%,63.66%,2.01%,11.28%,0.00%,22.06%
PROPRIETARY,2008-09,First-Time Entrants,High School Credential,High School Equivalent,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,High School Credential,High School Equivalent,23,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,47.83%,69.57%,69.57%,8.70%,4.35%,0.00%,17.39%
PROPRIETARY,2010-11,First-Time Entrants,High School Credential,High School Equivalent,76,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.74%,36.84%,44.74%,9.21%,0.00%,0.00%,46.05%
PROPRIETARY,2011-12,First-Time Entrants,High School Credential,High School Equivalent,39,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.38%,15.38%,15.38%,0.00%,0.00%,0.00%,84.62%
PROPRIETARY,2012-13,First-Time Entrants,High School Credential,High School Equivalent,127,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.22%,40.16%,46.46%,0.79%,0.00%,0.00%,52.76%
PROPRIETARY,2013-14,First-Time Entrants,High School Credential,High School Equivalent,93,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.26%,37.63%,46.24%,0.00%,7.53%,0.00%,46.24%
PROPRIETARY,2014-15,First-Time Entrants,High School Credential,High School Equivalent,101,0.00%,18.81%,27.72%,0.00%,0.00%,0.00%,37.62%,46.53%,50.50%,0.00%,4.95%,0.00%,16.83%
PROPRIETARY,2015-16,First-Time Entrants,High School Credential,High School Equivalent,67,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.30%,50.75%,55.22%,7.46%,5.97%,0.00%,31.34%
PROPRIETARY,2016-17,First-Time Entrants,High School Credential,High School Equivalent,46,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,43.48%,52.17%,58.70%,0.00%,13.04%,0.00%,28.26%
PROPRIETARY,2017-18,First-Time Entrants,High School Credential,High School Equivalent,30,0.00%,0.00%,0.00%,3.33%,0.00%,0.00%,10.00%,16.67%,20.00%,0.00%,13.33%,0.00%,63.33%
PROPRIETARY,2018-19,First-Time Entrants,High School Credential,High School Equivalent,65,0.00%,0.00%,1.54%,0.00%,0.00%,0.00%,32.31%,38.46%,40.00%,0.00%,13.85%,0.00%,44.62%
PROPRIETARY,2008-09,First-Time Entrants,High School Credential,No Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,High School Credential,No Credential,23,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,34.78%,43.48%,43.48%,0.00%,0.00%,0.00%,56.52%
PROPRIETARY,2010-11,First-Time Entrants,High School Credential,No Credential,126,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,51.59%,62.70%,12.70%,0.00%,0.00%,24.60%
PROPRIETARY,2011-12,First-Time Entrants,High School Credential,No Credential,136,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.76%,41.18%,42.65%,9.56%,25.74%,0.00%,22.06%
PROPRIETARY,2012-13,First-Time Entrants,High School Credential,No Credential,119,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,63.03%,69.75%,73.11%,0.00%,2.52%,0.00%,24.37%
PROPRIETARY,2013-14,First-Time Entrants,High School Credential,No Credential,159,0.00%,0.00%,0.63%,0.00%,0.00%,0.00%,58.49%,61.64%,66.67%,0.00%,6.29%,0.00%,26.42%
PROPRIETARY,2014-15,First-Time Entrants,High School Credential,No Credential,79,0.00%,8.86%,16.46%,0.00%,0.00%,0.00%,46.84%,54.43%,58.23%,2.53%,11.39%,0.00%,11.39%
PROPRIETARY,2015-16,First-Time Entrants,High School Credential,No Credential,50,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.00%,56.00%,62.00%,4.00%,16.00%,0.00%,18.00%
PROPRIETARY,2016-17,First-Time Entrants,High School Credential,No Credential,20,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,70.00%,75.00%,75.00%,0.00%,0.00%,0.00%,25.00%
PROPRIETARY,2017-18,First-Time Entrants,High School Credential,No Credential,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2018-19,First-Time Entrants,High School Credential,No Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2008-09,First-Time Entrants,High School Credential,Unknown Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
PROPRIETARY,2009-10,First-Time Entrants,High School Credential,Unknown Credential,526,0.00%,1.71%,2.47%,0.57%,0.00%,0.38%,24.52%,30.04%,31.94%,2.09%,0.00%,0.00%,62.55%
PROPRIETARY,2010-11,First-Time Entrants,High School Credential,Unknown Credential,989,0.00%,1.82%,2.12%,0.20%,0.20%,0.10%,18.71%,20.73%,21.33%,1.42%,0.00%,0.00%,74.62%
PROPRIETARY,2011-12,First-Time Entrants,High School Credential,Unknown Credential,547,0.00%,0.37%,1.10%,0.00%,0.18%,0.00%,27.61%,30.90%,33.27%,0.73%,0.00%,0.00%,64.72%
PROPRIETARY,2012-13,First-Time Entrants,High School Credential,Unknown Credential,33,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.27%,30.30%,30.30%,0.00%,0.00%,0.00%,69.70%
PROPRIETARY,2013-14,First-Time Entrants,High School Credential,Unknown Credential,232,0.00%,0.00%,1.29%,0.43%,0.43%,0.43%,32.33%,37.50%,40.09%,1.72%,1.72%,0.00%,53.88%
PROPRIETARY,2014-15,First-Time Entrants,High School Credential,Unknown Credential,848,0.00%,0.35%,0.59%,0.59%,0.47%,0.24%,18.28%,24.65%,27.36%,1.18%,1.42%,0.00%,68.16%
PROPRIETARY,2015-16,First-Time Entrants,High School Credential,Unknown Credential,843,0.00%,0.59%,1.30%,0.95%,0.24%,0.24%,18.27%,23.61%,26.10%,2.14%,0.24%,0.00%,68.80%
PROPRIETARY,2016-17,First-Time Entrants,High School Credential,Unknown Credential,678,0.00%,0.44%,1.62%,0.15%,0.88%,0.44%,23.75%,28.32%,30.53%,2.06%,31.71%,0.00%,32.60%
PROPRIETARY,2017-18,First-Time Entrants,High School Credential,Unknown Credential,63,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,46.03%,50.79%,53.97%,3.17%,17.46%,0.00%,25.40%
PROPRIETARY,2018-19,First-Time Entrants,High School Credential,Unknown Credential,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
