SECTOR_NAME,DATA YEAR,ENTRY_COHORT,GROUP,SUBGROUP,TOTAL_COHORT,ASSOC EARNED < 2 YEARS,ASSOC EARNED IN 2 YEARS,ASSOC EARNED IN 3 YEARS,ASSOC EARNED IN 4 YEARS,ASSOC EARNED IN 5 YEARS,ASSOC EARNED IN 6 YEARS,BACH EARNED IN 4 YEARS,BACH EARNED IN 5 YEARS,BACH EARNED IN 6 YEARS,PERCENT STILL ENROLLED,PERCENT TRANSFERRED OUT,IPEDS EXCLUSIONS,OTHER EXCLUSIONS
INDEPENDENT,2013-14,First-Time Entrants,SAT/ACT Average,< 780 (<14),1198,0.00%,0.00%,0.08%,0.17%,0.17%,0.00%,22.45%,36.48%,40.48%,2.25%,18.28%,0.00%,37.31%
INDEPENDENT,2014-15,First-Time Entrants,SAT/ACT Average,< 780 (<14),1262,0.00%,0.00%,0.00%,0.08%,0.00%,0.08%,19.59%,33.23%,36.88%,2.54%,22.03%,0.08%,38.35%
INDEPENDENT,2015-16,First-Time Entrants,SAT/ACT Average,< 780 (<14),1161,0.00%,0.17%,0.60%,0.09%,0.17%,0.00%,20.76%,35.31%,38.50%,1.72%,25.84%,0.00%,33.07%
INDEPENDENT,2016-17,First-Time Entrants,SAT/ACT Average,< 780 (<14),961,0.00%,0.00%,0.10%,0.21%,0.10%,0.00%,27.37%,41.62%,45.37%,1.25%,21.23%,0.00%,31.32%
INDEPENDENT,2017-18,First-Time Entrants,SAT/ACT Average,< 780 (<14),862,0.00%,0.00%,0.12%,0.00%,0.12%,0.00%,31.43%,43.07%,46.10%,1.04%,19.95%,0.35%,32.48%
INDEPENDENT,2018-19,First-Time Entrants,SAT/ACT Average,< 780 (<14),759,0.00%,0.00%,0.53%,0.13%,0.00%,0.00%,36.33%,48.75%,50.59%,1.19%,12.78%,0.26%,34.65%
INDEPENDENT,2008-09,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,6837,0.12%,1.91%,2.04%,0.13%,0.04%,0.00%,42.88%,52.61%,55.39%,2.06%,8.38%,0.39%,31.67%
INDEPENDENT,2009-10,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,7065,0.00%,2.92%,3.67%,0.17%,0.00%,0.01%,38.79%,47.66%,50.44%,1.70%,5.55%,0.96%,37.37%
INDEPENDENT,2010-11,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,6591,0.00%,0.09%,0.32%,0.08%,0.03%,0.00%,37.38%,48.77%,52.29%,1.64%,5.72%,0.97%,39.46%
INDEPENDENT,2011-12,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,5531,0.00%,0.11%,1.11%,0.00%,0.00%,0.05%,39.06%,48.96%,51.67%,1.77%,10.79%,0.52%,34.35%
INDEPENDENT,2012-13,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,7447,0.00%,0.15%,0.28%,0.09%,0.04%,0.01%,40.67%,50.12%,52.28%,1.62%,11.92%,0.31%,33.60%
INDEPENDENT,2013-14,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,6710,0.00%,0.06%,0.13%,0.07%,0.06%,0.01%,43.40%,53.34%,54.97%,1.13%,12.71%,0.42%,29.79%
INDEPENDENT,2014-15,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,7851,0.19%,0.04%,0.10%,0.03%,0.09%,0.05%,45.54%,55.38%,57.55%,1.41%,13.25%,0.23%,27.23%
INDEPENDENT,2015-16,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,7801,0.33%,0.17%,0.18%,0.13%,0.00%,0.04%,44.79%,54.05%,56.22%,1.24%,20.88%,0.08%,20.95%
INDEPENDENT,2016-17,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,9574,0.00%,0.18%,0.38%,0.05%,0.01%,0.00%,52.68%,60.28%,61.99%,1.07%,16.27%,0.17%,19.95%
INDEPENDENT,2017-18,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,7885,0.00%,0.37%,0.55%,0.06%,0.01%,0.00%,51.00%,59.62%,61.89%,0.91%,19.10%,0.06%,17.45%
INDEPENDENT,2018-19,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,6053,0.00%,0.20%,0.33%,0.02%,0.02%,0.03%,54.21%,63.19%,65.12%,0.86%,15.48%,0.10%,18.11%
PROPRIETARY,2008-09,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),90,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57.78%,61.11%,62.22%,0.00%,22.22%,0.00%,15.56%
PROPRIETARY,2009-10,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),115,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.87%,64.35%,64.35%,0.00%,25.22%,0.00%,10.43%
PROPRIETARY,2010-11,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),104,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,56.73%,66.35%,66.35%,0.00%,19.23%,0.00%,14.42%
PROPRIETARY,2011-12,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),107,0.00%,0.00%,0.93%,0.00%,0.00%,0.00%,55.14%,60.75%,62.62%,0.00%,18.69%,0.00%,17.76%
PROPRIETARY,2012-13,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),96,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,51.04%,54.17%,55.21%,1.04%,29.17%,0.00%,14.58%
PROPRIETARY,2013-14,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),112,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.71%,66.07%,66.07%,0.00%,16.07%,0.00%,17.86%
PROPRIETARY,2014-15,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),110,0.00%,0.91%,0.91%,0.00%,0.00%,0.00%,72.73%,73.64%,74.55%,0.91%,8.18%,0.00%,15.45%
PROPRIETARY,2015-16,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),106,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,58.49%,63.21%,63.21%,2.83%,17.92%,0.00%,16.04%
PROPRIETARY,2016-17,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),101,0.00%,0.99%,0.99%,0.00%,0.00%,0.00%,54.46%,63.37%,64.36%,1.98%,14.85%,0.00%,17.82%
PROPRIETARY,2017-18,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),96,0.00%,1.04%,1.04%,0.00%,0.00%,0.00%,61.46%,65.63%,65.63%,4.17%,17.71%,0.00%,11.46%
PROPRIETARY,2018-19,First-Time Entrants,SAT/ACT Average,1200-1600  (25-36),93,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.14%,64.52%,68.82%,1.08%,17.20%,0.00%,12.90%
PROPRIETARY,2008-09,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),337,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,51.34%,57.57%,59.05%,0.30%,23.15%,0.00%,17.51%
PROPRIETARY,2009-10,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),285,0.00%,1.05%,1.40%,0.00%,0.00%,0.00%,57.89%,65.26%,65.61%,3.51%,14.39%,0.00%,15.09%
PROPRIETARY,2010-11,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),388,0.00%,0.77%,0.77%,0.00%,0.00%,0.00%,53.09%,61.08%,62.37%,1.03%,17.53%,0.00%,18.30%
PROPRIETARY,2011-12,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),434,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,54.38%,59.45%,61.06%,0.23%,14.29%,0.00%,24.19%
PROPRIETARY,2012-13,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),398,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,49.50%,55.53%,56.78%,0.50%,14.32%,0.00%,28.14%
PROPRIETARY,2013-14,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),393,0.00%,0.25%,0.25%,0.00%,0.00%,0.00%,52.42%,56.49%,58.27%,0.25%,12.47%,0.00%,28.75%
PROPRIETARY,2014-15,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),361,0.00%,0.55%,0.55%,0.00%,0.00%,0.00%,54.29%,58.73%,60.39%,0.55%,12.74%,0.00%,25.76%
PROPRIETARY,2015-16,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),365,0.00%,0.27%,0.27%,0.00%,0.00%,0.27%,50.96%,58.08%,60.27%,0.00%,15.07%,0.00%,24.11%
PROPRIETARY,2016-17,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),368,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,52.17%,57.07%,59.78%,0.54%,16.30%,0.00%,23.10%
PROPRIETARY,2017-18,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),227,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.03%,66.08%,68.72%,0.44%,20.26%,0.00%,10.57%
PROPRIETARY,2018-19,First-Time Entrants,SAT/ACT Average,990-1190  (19-24),258,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60.08%,69.38%,70.54%,1.55%,14.73%,0.00%,13.18%
PROPRIETARY,2008-09,First-Time Entrants,SAT/ACT Average,780-980  (14-18),316,0.00%,0.63%,1.27%,0.00%,0.00%,0.00%,50.63%,54.11%,55.38%,0.32%,18.99%,0.00%,24.05%
PROPRIETARY,2009-10,First-Time Entrants,SAT/ACT Average,780-980  (14-18),325,0.00%,2.46%,3.38%,0.00%,0.31%,0.00%,48.31%,54.15%,54.77%,1.85%,14.15%,0.00%,25.54%
PROPRIETARY,2010-11,First-Time Entrants,SAT/ACT Average,780-980  (14-18),451,0.00%,0.89%,1.11%,0.00%,0.22%,0.00%,45.01%,50.33%,51.22%,0.89%,12.64%,0.00%,33.92%
PROPRIETARY,2011-12,First-Time Entrants,SAT/ACT Average,780-980  (14-18),483,0.00%,1.04%,1.45%,0.21%,0.00%,0.00%,45.76%,52.59%,55.28%,0.41%,6.63%,0.00%,36.02%
PROPRIETARY,2012-13,First-Time Entrants,SAT/ACT Average,780-980  (14-18),492,0.00%,1.02%,1.43%,0.20%,0.00%,0.00%,50.72%,55.42%,56.65%,2.24%,8.33%,0.61%,30.89%
PROPRIETARY,2013-14,First-Time Entrants,SAT/ACT Average,780-980  (14-18),453,0.00%,0.66%,0.66%,0.44%,0.00%,0.00%,48.79%,53.42%,54.97%,1.32%,7.95%,0.00%,34.66%
PROPRIETARY,2014-15,First-Time Entrants,SAT/ACT Average,780-980  (14-18),461,0.00%,1.08%,1.30%,0.00%,0.22%,0.00%,47.51%,52.06%,53.36%,1.08%,8.03%,0.00%,36.01%
PROPRIETARY,2015-16,First-Time Entrants,SAT/ACT Average,780-980  (14-18),455,0.00%,0.00%,0.88%,0.00%,0.22%,0.00%,45.05%,54.29%,54.95%,0.22%,11.43%,0.00%,32.31%
PROPRIETARY,2016-17,First-Time Entrants,SAT/ACT Average,780-980  (14-18),405,0.00%,0.74%,0.74%,0.00%,0.00%,0.00%,42.22%,50.86%,52.84%,1.73%,10.86%,0.00%,33.83%
PROPRIETARY,2017-18,First-Time Entrants,SAT/ACT Average,780-980  (14-18),200,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,62.00%,68.00%,69.00%,0.00%,21.00%,0.00%,10.00%
PROPRIETARY,2018-19,First-Time Entrants,SAT/ACT Average,780-980  (14-18),283,0.00%,0.71%,1.06%,0.35%,0.00%,0.00%,49.82%,60.07%,61.48%,1.06%,12.72%,0.00%,23.32%
PROPRIETARY,2008-09,First-Time Entrants,SAT/ACT Average,< 780 (<14),60,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,41.67%,50.00%,50.00%,0.00%,20.00%,0.00%,30.00%
PROPRIETARY,2009-10,First-Time Entrants,SAT/ACT Average,< 780 (<14),78,0.00%,0.00%,1.28%,0.00%,0.00%,0.00%,35.90%,38.46%,39.74%,5.13%,16.67%,0.00%,37.18%
PROPRIETARY,2010-11,First-Time Entrants,SAT/ACT Average,< 780 (<14),83,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31.33%,43.37%,43.37%,3.61%,10.84%,0.00%,42.17%
PROPRIETARY,2011-12,First-Time Entrants,SAT/ACT Average,< 780 (<14),109,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,42.20%,49.54%,50.46%,0.92%,0.92%,0.00%,47.71%
PROPRIETARY,2012-13,First-Time Entrants,SAT/ACT Average,< 780 (<14),85,0.00%,1.19%,1.19%,0.00%,0.00%,0.00%,39.29%,50.00%,52.38%,0.00%,10.59%,1.18%,35.29%
PROPRIETARY,2013-14,First-Time Entrants,SAT/ACT Average,< 780 (<14),128,0.00%,0.78%,0.78%,0.00%,0.78%,0.00%,34.38%,38.28%,38.28%,1.56%,8.59%,0.00%,50.00%
PROPRIETARY,2014-15,First-Time Entrants,SAT/ACT Average,< 780 (<14),96,0.00%,1.04%,1.04%,0.00%,0.00%,0.00%,26.04%,35.42%,37.50%,0.00%,8.33%,0.00%,53.13%
PROPRIETARY,2015-16,First-Time Entrants,SAT/ACT Average,< 780 (<14),90,0.00%,1.11%,2.22%,0.00%,0.00%,0.00%,37.78%,47.78%,50.00%,2.22%,14.44%,0.00%,31.11%
PROPRIETARY,2016-17,First-Time Entrants,SAT/ACT Average,< 780 (<14),78,0.00%,1.28%,1.28%,0.00%,0.00%,0.00%,48.72%,56.41%,57.69%,0.00%,17.95%,0.00%,23.08%
PROPRIETARY,2017-18,First-Time Entrants,SAT/ACT Average,< 780 (<14),55,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,49.09%,58.18%,61.82%,0.00%,21.82%,0.00%,16.36%
PROPRIETARY,2018-19,First-Time Entrants,SAT/ACT Average,< 780 (<14),87,0.00%,0.00%,1.15%,0.00%,0.00%,0.00%,44.83%,52.87%,55.17%,1.15%,17.24%,0.00%,25.29%
PROPRIETARY,2008-09,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1030,0.00%,0.87%,1.17%,0.29%,0.00%,0.10%,36.05%,42.86%,45.48%,3.40%,0.97%,0.10%,48.54%
PROPRIETARY,2009-10,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1028,0.00%,0.88%,1.26%,0.29%,0.00%,0.19%,38.23%,46.79%,48.74%,3.60%,1.17%,0.00%,44.75%
PROPRIETARY,2010-11,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1523,0.00%,1.18%,1.38%,0.13%,0.13%,0.07%,28.96%,33.55%,36.97%,3.48%,1.12%,0.00%,56.73%
PROPRIETARY,2011-12,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1163,0.00%,0.43%,1.03%,0.00%,0.09%,0.00%,35.94%,40.41%,43.08%,2.32%,8.34%,0.00%,45.14%
PROPRIETARY,2012-13,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1165,0.00%,0.43%,0.86%,0.00%,0.09%,0.17%,34.65%,41.27%,44.63%,1.46%,1.12%,0.17%,51.59%
PROPRIETARY,2013-14,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1295,0.00%,0.15%,0.54%,0.31%,0.15%,0.31%,33.59%,39.92%,43.63%,1.39%,6.18%,0.00%,47.49%
PROPRIETARY,2014-15,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1568,0.00%,4.21%,6.38%,0.45%,0.26%,0.13%,30.17%,37.05%,40.37%,1.08%,4.15%,0.00%,47.19%
PROPRIETARY,2015-16,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1756,0.00%,1.20%,1.71%,0.46%,0.17%,0.06%,30.87%,36.90%,39.24%,2.11%,4.61%,0.00%,51.65%
PROPRIETARY,2016-17,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1361,0.00%,1.62%,2.42%,0.07%,0.44%,0.29%,37.84%,43.35%,45.85%,1.54%,21.75%,0.00%,27.63%
PROPRIETARY,2017-18,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1096,0.00%,0.73%,1.37%,0.36%,0.09%,0.27%,44.70%,51.55%,53.93%,0.91%,20.35%,0.18%,22.63%
PROPRIETARY,2018-19,First-Time Entrants,SAT/ACT Average,SAT and ACT Unknown,1162,0.00%,3.01%,3.79%,0.34%,0.17%,0.09%,41.60%,47.63%,49.70%,1.03%,18.16%,0.09%,26.68%
