YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,UNDERGRADUATE_FULLTIME_TOTAL,UNDERGRADUATE_FT_ENR_PROGRAM,UNDERGRADUATE_FT_NOT_ENR_PROGRAM,UNDERGRADUATE_PARTTIME,UNDERGRADUATE_PT_ENR_PROGRAM,UNDERGRADUATE_PT_NOT_ENR_PROGRAM,FIRST_PROFESSIONAL_FULLTIME,FIRST_PROFESSIONAL_PARTTIME,GRADUATE_FULLTIME,GRADUATE_PARTTIME,ALL_STUDENTS_FULLTIME,ALL_STUDENTS_PARTTIME,FIRST_TIME_FULLTIME,FIRST_TIME_PARTTIME,TOTAL,FTE
2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1259,1168,91,542,59,483,0,0,48,123,1307,665,332,5,1972,1536.87
2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1147,1146,1,633,61,572,0,0,43,119,1190,752,234,13,1942,1448.6
2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1117,1117,0,579,53,526,0,0,45,95,1162,674,272,18,1836,1393
2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1130,1091,39,591,61,530,0,0,47,83,1177,674,255,5,1851,1407.2
2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1091,1059,32,687,55,632,0,0,55,82,1146,769,246,0,1915,1407.8
2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1140,1139,1,44,41,3,0,0,65,73,1205,117,269,5,1322,1248.87
2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468000,800000039221,ST THOMAS AQUINAS COLLEGE,1134,1110,24,663,38,625,0,0,64,76,1198,739,243,2,1937,1449.4
2010,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,44,5,9,5,53,10,0,0,63,57
2011,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,33,4,9,7,42,11,0,0,53,46.4
2012,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,28,1,18,8,46,9,0,0,55,49.6
2013,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,40,2,26,13,66,15,0,0,81,72
2014,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,38,2,36,12,74,14,0,0,88,79.6
2015,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,38,2,28,11,66,13,0,0,79,71.2
2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,37,4,34,13,71,17,0,0,88,77.8
2017,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,44,2,27,10,71,12,0,0,83,75.8
2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,46,1,30,9,76,10,0,0,86,80
2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,468500,800000034646,ST VLADIMIR'S ORTHODOX THEOL SEMINRY,0,0,0,0,0,0,45,1,30,9,75,10,0,0,85,79
2010,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,80,80,0,0,0,0,0,0,0,0,80,0,36,0,80,80
2011,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,73,73,0,0,0,0,0,0,0,0,73,0,37,0,73,73
2012,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,100,100,0,0,0,0,0,0,0,0,100,0,61,0,100,100
2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,113,113,0,0,0,0,0,0,0,0,113,0,53,0,113,113
2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,95,95,0,0,0,0,0,0,0,0,95,0,45,0,95,95
2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,122,122,0,0,0,0,0,0,0,0,122,0,79,0,122,122
2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,127,127,0,0,0,0,0,0,0,0,127,0,50,0,127,127
2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,73,73,0,0,0,0,0,0,0,0,73,0,25,0,73,73
2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,62,62,0,0,0,0,0,0,0,0,62,0,40,0,62,62
2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,0,2-Year,468600,800000065117,SALVATION ARMY COLLEGE FOR OFFICER TRAINING,61,61,0,0,0,0,0,0,0,0,61,0,24,0,61,61
2010,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,37,37,0,88,88,0,0,0,0,0,37,88,3,0,125,66.33
2011,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,13,13,0,124,124,0,0,0,0,0,13,124,1,0,137,54.33
2012,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,23,23,0,122,122,0,0,0,0,0,23,122,2,0,145,63.67
2013,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,16,16,0,147,147,0,0,0,0,0,16,147,1,1,163,65
2014,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,6,6,0,160,160,0,0,0,0,0,6,160,1,0,166,59.33
2015,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,1,1,0,130,130,0,0,0,0,0,1,130,1,0,131,44.33
2016,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,11,11,0,122,122,0,0,0,0,0,11,122,0,0,133,51.67
2017,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,20,20,0,128,128,0,0,0,0,0,20,128,3,2,148,62.67
2018,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,6,6,0,120,120,0,0,0,0,0,6,120,1,0,126,46
2019,49,RENSSELAER,2,INDEPENDENT,1,PRIVATE,0,2-Year,468700,800000039408,SAMARITAN HOSPITAL SCHOOL OF NURSING,8,8,0,134,134,0,0,0,0,0,8,134,2,0,142,52.67
2010,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1288,1227,61,40,30,10,0,0,255,87,1543,127,337,1,1670,1591.13
2011,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1369,1313,56,44,20,24,0,0,263,68,1632,112,373,1,1744,1673.87
2012,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1374,1318,56,46,24,22,0,0,259,57,1633,103,344,0,1736,1671.13
2013,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1441,1391,50,30,11,19,0,0,260,51,1701,81,427,0,1782,1731.4
2014,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1414,1350,64,23,16,7,0,0,292,32,1706,55,355,1,1761,1726.47
2015,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1327,1266,61,21,17,4,0,0,245,50,1572,71,353,0,1643,1599
2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1417,1361,56,21,16,5,0,0,251,47,1668,68,377,0,1736,1693.8
2017,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1383,1340,43,16,15,1,0,0,256,41,1639,57,393,0,1696,1660.73
2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1396,1357,39,14,12,2,0,0,259,40,1655,54,425,0,1709,1675.67
2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469000,800000035632,SARAH LAWRENCE COLLEGE,1418,1351,67,15,13,2,0,0,204,33,1622,48,398,0,1670,1640.2
2010,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469500,800000037366,SEMINARY OF THE IMMACULATE CONCEPTION-ROCKVILLE,0,0,0,0,0,0,37,1,2,88,39,89,0,0,128,74.6
2011,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469500,800000037366,SEMINARY OF THE IMMACULATE CONCEPTION-ROCKVILLE,0,0,0,0,0,0,42,0,0,78,42,78,0,0,120,73.2
2012,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,469500,800000037366,SEMINARY OF THE IMMACULATE CONCEPTION-ROCKVILLE,0,0,0,0,0,0,42,0,0,64,42,64,0,0,106,67.6
2010,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3207,3201,6,164,106,58,0,0,30,3,3237,167,773,1,3404,3292.87
2011,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3132,3128,4,150,116,34,0,0,46,4,3178,154,782,1,3332,3229.6
2012,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3046,3033,13,167,115,52,0,0,50,4,3096,171,734,1,3267,3153.27
2013,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3007,3005,2,144,97,47,0,0,52,4,3059,148,766,30,3207,3108.6
2014,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,2990,2984,6,143,102,41,0,0,36,10,3026,153,709,21,3179,3077.67
2015,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3007,2989,18,112,71,41,0,0,48,9,3055,121,757,28,3176,3095.93
2016,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3061,3059,2,117,82,35,0,0,49,12,3110,129,763,7,3239,3153.8
2017,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3039,3036,3,288,95,193,0,0,51,11,3090,299,776,13,3389,3190.4
2018,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3026,3026,0,238,109,129,0,0,49,8,3075,246,745,1,3321,3157.53
2019,01,ALBANY,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470000,800000034130,SIENA COLLEGE,3028,3025,3,342,121,221,0,0,73,35,3101,377,841,5,3478,3229
2010,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2690,2676,14,44,27,17,0,0,0,49,2690,93,768,1,2783,2724.27
2011,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2648,2635,13,41,20,21,0,0,0,41,2648,82,663,0,2730,2678.07
2012,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2621,2614,7,39,17,22,0,0,0,29,2621,68,647,7,2689,2645.6
2013,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2647,2633,14,37,13,24,0,0,0,18,2647,55,661,5,2702,2666.53
2014,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2609,2597,12,23,15,8,0,0,0,14,2609,37,724,0,2646,2622.27
2015,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2603,2600,3,31,19,12,0,0,0,8,2603,39,686,0,2642,2616.53
2016,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2643,2637,6,37,24,13,0,0,0,6,2643,43,714,0,2686,2657.73
2017,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2636,2629,7,44,30,14,0,0,0,4,2636,48,661,0,2684,2652.27
2018,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2585,2580,5,27,18,9,0,0,0,1,2585,28,678,0,2613,2594.4
2019,52,SARATOGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470500,800000038544,SKIDMORE COLLEGE,2622,2617,5,40,32,8,0,0,0,1,2622,41,733,3,2663,2635.73
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,43,0,43,0,0,0,43,43
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,52,0,52,0,0,0,52,52
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,60,0,60,0,0,0,60,60
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,64,0,64,0,0,0,64,64
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,60,0,60,0,0,0,60,60
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,68,0,68,0,0,0,68,68
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,67,0,67,0,0,0,67,67
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,70,0,70,0,0,0,70,70
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,74,0,74,0,0,0,74,74
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,470600,800000065118,"LOUIS V. GERSTNER GRAD SCHO OF BIOMED SCI, MEMORIAL SLOAN-KETTERING CANCER CENTER",0,0,0,0,0,0,0,0,77,0,77,0,0,0,77,77
2010,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,13468,13185,283,1529,529,1000,652,7,3748,1884,17868,3420,3460,33,21288,19134.07
2011,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,13947,13636,311,1077,544,533,664,7,3812,1737,18423,2821,3400,24,21244,19479.6
2012,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14144,13896,248,5887,504,5383,675,8,3969,1653,18788,7548,3384,10,26336,21414.73
2013,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14379,14144,235,6590,542,6048,641,8,4039,1558,19059,8156,3478,11,27215,21882.07
2014,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14501,14188,313,6664,539,6125,581,8,4247,1505,19329,8177,3463,9,27506,22155.53
2015,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14521,14067,454,7223,493,6730,574,7,4200,1872,19295,9102,3478,3,28397,22454.27
2016,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14589,14269,320,7120,453,6667,569,11,3977,2261,19135,9392,3704,8,28527,22417.13
2017,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14642,14285,357,6970,442,6528,600,3,3965,2725,19207,9698,3644,5,28905,22621.53
2018,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14612,14274,338,7313,423,6890,619,11,3914,3088,19145,10412,3595,4,29557,22822.27
2019,42,ONONDAGA,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471000,800000040733,SYRACUSE UNIVERSITY,14682,14375,307,7604,417,7187,600,92,3911,3002,19193,10698,3641,19,29891,22965.27
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2373,2906,2373,2906,0,0,5279,3535.4
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,3164,2143,3164,2143,0,0,5307,4021.2
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2616,2323,2616,2323,0,0,4939,3545.2
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2762,2150,2762,2150,0,0,4912,3622
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2777,2109,2777,2109,0,0,4886,3620.6
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2898,2134,2898,2134,0,0,5032,3751.6
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,3061,1981,3061,1981,0,0,5042,3853.4
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2889,1900,2889,1900,0,0,4789,3649
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2799,1860,2799,1860,0,0,4659,3543
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,471500,800000047065,TEACHERS COLLEGE,0,0,0,0,0,0,0,0,2438,2088,2438,2088,0,0,4526,3273.2
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,6217,6217,0,1387,1387,0,1374,243,1061,4583,8652,6213,733,190,14865,11044.73
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,5603,5603,0,1491,1491,0,1733,242,811,4315,8147,6048,1159,252,14195,10466.8
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,5855,5749,106,1889,1118,771,1595,224,891,3929,8341,6042,864,105,14383,10631.87
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,5271,5138,133,2031,1120,911,1568,250,980,3877,7819,6158,785,81,13977,10146.8
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,5228,5132,96,2004,1125,879,1447,325,778,3362,7453,5691,877,114,13144,9595.8
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,5531,5442,89,1870,1086,784,1998,45,1373,2703,8902,4618,670,124,13520,10624.53
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,1691,1688,3,578,537,41,68,0,849,2101,2608,2679,119,100,5287,3641.07
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,1643,1643,0,538,474,64,55,0,690,1626,2388,2164,78,97,4552,3217.73
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,1801,1801,0,896,622,274,59,0,648,1580,2508,2476,172,104,4984,3438.67
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472000,800000047858,TOURO COLLEGE,1790,1790,0,807,536,271,63,0,654,1571,2507,2378,218,77,4885,3404.4
2016,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472010,800000037365,TOURO COLLEGE-CENTRAL ISLIP,0,0,0,0,0,0,309,149,1,9,310,158,0,0,468,373.2
2017,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,472010,800000037365,TOURO COLLEGE-CENTRAL ISLIP,0,0,0,0,0,0,451,26,0,0,451,26,0,0,477,461.4
