Data os of Date,Community District,ProgramTypeName,Female Count,Female Percentage,Male Count,Male Percentage,Gender Nonconforming Count,Gender Nonconforming Percentage,American Indian or Alaskan Native Count,American Indian or Alaskan Native Percentage,Asian Count,Asian Percentage,Black or African American Count,Black or African American Percentage,Multi-race Count,Multi-race Percentage,Native Hawaiian or Other Pacific Islander Count,Native Hawaiian or Other Pacific Islander Percentage,White or Caucasian Count,White or Caucasian Percentage,Hispanic or Latino(a) Count,Hispanic or Latino(a) Percentage,Not Hispanic or Latino(a) Count,Not Hispanic or Latino(a) Percentage,Not Sure Count,Not Sure Percentage,X (Not Male Or Female) Count,X (Not Male Or Female) Percentage,Another Gender Count,Another Gender Percentage,Decline to Answer Count,Decline to Answer Percentage,Do not understand the question Count,Do not understand the question Percentage,Female Gender Identity Count,Female Gender Identity Percentage,Male Gender Identity Count,Male Gender Identity Percentage,Multi-Gender Identity Count,Multi-Gender Identity Percentage,Non-Binary (not Female or Male) Count,Non-Binary (not Female or Male) Percentage,Not Sure Gender Identity Count,Not Sure Gender Identity Percentage,Two Spirit (Native American/First Nations) Count,Two Spirit (Native American/First Nations) Percentage
06/01/2019,Bronx CD 004,COMPASS Middle School,1143,70.84,1070,66.32,3,0.18,14,0.86,12,0.74,665,41.21,31,1.92,7,0.43,57,3.53,43,2.66,20,1.23,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 004,Cornerstone,136,8.42,164,10.16,2,0.12,3,0.18,0,0,198,12.27,10,0.61,2,0.12,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 004,ESL Civics,15,0.92,11,0.68,0,0,0,0,0,0,6,0.37,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Adolescent Literacy,1,0.06,2,0.12,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Adult Literacy - ABE/HSE,7,0.43,5,0.3,0,0,0,0,0,0,4,0.24,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Adult Literacy - ABE/HSE (Discretionary),7,0.43,7,0.43,0,0,0,0,0,0,4,0.24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Adult Literacy - BENL/ESOL,113,7,44,2.72,0,0,0,0,1,0.06,16,0.99,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Adult Literacy - BENL/ESOL (Discretionary),24,1.48,15,0.92,0,0,0,0,1,0.06,8,0.49,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Adult Literacy - NDA (ABE/HSE/Spanish HSE),28,1.73,19,1.17,0,0,1,0.06,0,0,8,0.49,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Beacon,204,12.64,498,30.86,0,0,2,0.12,3,0.18,251,15.55,11,0.68,3,0.18,17,1.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,COMPASS Elementary,458,28.38,455,28.2,1,0.06,6,0.37,2,0.12,293,18.16,10,0.61,5,0.3,17,1.05,14,0.86,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,COMPASS Explore,67,4.15,47,2.91,0,0,1,0.06,1,0.06,28,1.73,2,0.12,0,0,7,0.43,2,0.12,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,COMPASS High School,26,1.61,30,1.85,0,0,1,0.06,1,0.06,24,1.48,1,0.06,1,0.06,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,COMPASS Middle School,854,52.93,790,48.96,1,0.06,14,0.86,6,0.37,554,34.33,19,1.17,6,0.37,43,2.66,25,1.54,15,0.92,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,Cornerstone,114,7.06,138,8.55,0,0,6,0.37,0,0,145,8.98,8,0.49,11,0.68,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 005,ESL Civics,9,0.55,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Adult Literacy - ABE/HSE,9,0.55,7,0.43,0,0,0,0,0,0,7,0.43,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Adult Literacy - ABE/HSE (Discretionary),3,0.18,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Adult Literacy - BENL/ESOL,63,3.9,19,1.17,0,0,0,0,0,0,6,0.37,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Adult Literacy - BENL/ESOL (Discretionary),71,4.4,12,0.74,0,0,1,0.06,0,0,2,0.12,0,0,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Adult Literacy - NDA (ABE/HSE/Spanish HSE),24,1.48,13,0.8,0,0,0,0,0,0,18,1.11,2,0.12,0,0,5,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Beacon,227,14.07,302,18.71,0,0,10,0.61,4,0.24,202,12.52,11,0.68,2,0.12,21,1.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,COMPASS Elementary,375,23.24,347,21.5,0,0,9,0.55,1,0.06,259,16.05,7,0.43,8,0.49,23,1.42,7,0.43,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,COMPASS Explore,21,1.3,8,0.49,0,0,0,0,0,0,13,0.8,0,0,1,0.06,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,COMPASS High School,21,1.3,22,1.36,0,0,0,0,0,0,14,0.86,1,0.06,1,0.06,3,0.18,1,0.06,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,COMPASS Middle School,539,33.4,600,37.18,1,0.06,10,0.61,8,0.49,456,28.26,10,0.61,6,0.37,40,2.47,19,1.17,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,COMPASS SONYC Pilot,13,0.8,28,1.73,0,0,0,0,0,0,23,1.42,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,Cornerstone,144,8.92,167,10.35,0,0,5,0.3,1,0.06,162,10.04,5,0.3,1,0.06,5,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 006,ESL Civics,15,0.92,5,0.3,0,0,0,0,1,0.06,2,0.12,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Adolescent Literacy,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Adult Literacy - ABE/HSE,9,0.55,11,0.68,0,0,0,0,2,0.12,5,0.3,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Adult Literacy - ABE/HSE (Discretionary),9,0.55,4,0.24,0,0,1,0.06,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Adult Literacy - BENL/ESOL,127,7.87,21,1.3,0,0,0,0,1,0.06,10,0.61,1,0.06,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Adult Literacy - BENL/ESOL (Discretionary),29,1.79,16,0.99,0,0,0,0,2,0.12,5,0.3,1,0.06,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Adult Literacy - NDA (ABE/HSE/Spanish HSE),18,1.11,11,0.68,0,0,0,0,4,0.24,8,0.49,0,0,1,0.06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Beacon,248,15.37,481,29.81,0,0,5,0.3,15,0.92,201,12.45,13,0.8,3,0.18,44,2.72,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,COMPASS Elementary,326,20.2,353,21.87,0,0,8,0.49,10,0.61,97,6.01,6,0.37,2,0.12,25,1.54,13,0.8,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,COMPASS Explore,56,3.47,50,3.09,0,0,0,0,8,0.49,8,0.49,0,0,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,COMPASS High School,19,1.17,22,1.36,0,0,0,0,3,0.18,11,0.68,1,0.06,0,0,3,0.18,1,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,COMPASS Middle School,748,46.36,757,46.92,0,0,13,0.8,25,1.54,327,20.26,24,1.48,6,0.37,74,4.58,13,0.8,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,Cornerstone,91,5.64,107,6.63,0,0,1,0.06,3,0.18,82,5.08,2,0.12,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 007,ESL Civics,60,3.71,18,1.11,0,0,1,0.06,7,0.43,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Adolescent Literacy,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Adult Literacy - ABE/HSE,4,0.24,3,0.18,0,0,1,0.06,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Adult Literacy - BENL/ESOL,98,6.07,16,0.99,0,0,0,0,0,0,3,0.18,1,0.06,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Adult Literacy - BENL/ESOL (Discretionary),14,0.86,4,0.24,0,0,0,0,2,0.12,2,0.12,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Adult Literacy - NDA (ABE/HSE/Spanish HSE),4,0.24,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Beacon,60,3.71,154,9.54,0,0,2,0.12,5,0.3,47,2.91,4,0.24,1,0.06,15,0.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,COMPASS Elementary,101,6.26,99,6.13,0,0,3,0.18,2,0.12,31,1.92,2,0.12,1,0.06,15,0.92,1,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,COMPASS Explore,36,2.23,31,1.92,0,0,0,0,2,0.12,10,0.61,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,COMPASS High School,6,0.37,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,COMPASS Middle School,381,23.61,391,24.23,0,0,6,0.37,24,1.48,122,7.56,21,1.3,3,0.18,95,5.88,14,0.86,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,Cornerstone,62,3.84,121,7.49,0,0,3,0.18,0,0,48,2.97,2,0.12,2,0.12,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 008,ESL Civics,54,3.34,18,1.11,0,0,0,0,0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Adolescent Literacy,2,0.12,2,0.12,0,0,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Adult Literacy - ABE/HSE (Discretionary),4,0.24,3,0.18,0,0,0,0,0,0,3,0.18,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Adult Literacy - BENL/ESOL,87,5.39,22,1.36,0,0,0,0,3,0.18,4,0.24,0,0,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Adult Literacy - BENL/ESOL (Discretionary),8,0.49,2,0.12,0,0,0,0,0,0,1,0.06,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Adult Literacy - NDA (ABE/HSE/Spanish HSE),44,2.72,29,1.79,0,0,2,0.12,2,0.12,28,1.73,0,0,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Beacon,360,22.31,548,33.96,2,0.12,9,0.55,39,2.41,330,20.45,9,0.55,8,0.49,37,2.29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,COMPASS Elementary,474,29.37,414,25.66,1,0.06,6,0.37,14,0.86,356,22.06,17,1.05,3,0.18,59,3.65,7,0.43,5,0.3,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,COMPASS Explore,27,1.67,17,1.05,0,0,0,0,2,0.12,14,0.86,1,0.06,1,0.06,10,0.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,COMPASS High School,27,1.67,47,2.91,0,0,1,0.06,9,0.55,15,0.92,5,0.3,0,0,16,0.99,4,0.24,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,COMPASS Middle School,880,54.54,896,55.53,3,0.18,16,0.99,68,4.21,647,40.1,23,1.42,7,0.43,44,2.72,15,0.92,19,1.17,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,Cornerstone,384,23.8,570,35.32,0,0,32,1.98,6,0.37,434,26.9,61,3.78,6,0.37,16,0.99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 009,ESL Civics,18,1.11,5,0.3,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Adult Literacy - ABE/HSE,2,0.12,4,0.24,0,0,0,0,0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Adult Literacy - ABE/HSE (Discretionary),3,0.18,1,0.06,0,0,0,0,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Adult Literacy - BENL/ESOL,26,1.61,4,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Adult Literacy - BENL/ESOL (Discretionary),3,0.18,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Adult Literacy - NDA (ABE/HSE/Spanish HSE),1,0.06,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Beacon,203,12.58,229,14.19,1,0.06,2,0.12,12,0.74,145,8.98,9,0.55,2,0.12,63,3.9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,COMPASS Elementary,354,21.94,328,20.33,2,0.12,1,0.06,11,0.68,256,15.86,17,1.05,7,0.43,78,4.83,1,0.06,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,COMPASS Explore,29,1.79,22,1.36,0,0,0,0,1,0.06,40,2.47,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,COMPASS High School,6,0.37,3,0.18,0,0,0,0,2,0.12,3,0.18,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,COMPASS Middle School,304,18.84,278,17.23,1,0.06,2,0.12,27,1.67,187,11.59,18,1.11,4,0.24,70,4.33,10,0.61,5,0.3,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,Cornerstone,42,2.6,50,3.09,0,0,0,0,0,0,54,3.34,3,0.18,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 010,ESL Civics,9,0.55,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Adult Literacy - ABE/HSE,1,0.06,4,0.24,0,0,0,0,1,0.06,4,0.24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Adult Literacy - ABE/HSE (Discretionary),2,0.12,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Adult Literacy - BENL/ESOL,50,3.09,16,0.99,0,0,0,0,0,0,2,0.12,0,0,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Adult Literacy - BENL/ESOL (Discretionary),10,0.61,4,0.24,0,0,0,0,3,0.18,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Adult Literacy - NDA (ABE/HSE/Spanish HSE),11,0.68,9,0.55,0,0,1,0.06,0,0,6,0.37,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Beacon,106,6.57,177,10.97,0,0,0,0,9,0.55,112,6.94,3,0.18,0,0,34,2.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,COMPASS Elementary,246,15.24,242,14.99,0,0,2,0.12,22,1.36,157,9.73,8,0.49,2,0.12,63,3.9,3,0.18,8,0.49,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,COMPASS Explore,16,0.99,6,0.37,0,0,0,0,0,0,10,0.61,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,COMPASS High School,7,0.43,17,1.05,0,0,0,0,6,0.37,4,0.24,2,0.12,0,0,3,0.18,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,COMPASS Middle School,483,29.93,485,30.06,0,0,3,0.18,39,2.41,270,16.73,26,1.61,2,0.12,114,7.06,5,0.3,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,Cornerstone,133,8.24,165,10.22,0,0,2,0.12,2,0.12,148,9.17,11,0.68,3,0.18,19,1.17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 011,ESL Civics,51,3.16,2,0.12,0,0,0,0,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Adult Literacy - ABE/HSE,11,0.68,15,0.92,0,0,1,0.06,1,0.06,21,1.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Adult Literacy - ABE/HSE (Discretionary),2,0.12,7,0.43,0,0,0,0,0,0,8,0.49,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Adult Literacy - BENL/ESOL,28,1.73,7,0.43,0,0,0,0,1,0.06,3,0.18,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 002,ESL Civics,6,0.37,2,0.12,0,0,0,0,4,0.24,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Adult Literacy - BENL/ESOL (Discretionary),7,0.43,2,0.12,0,0,1,0.06,0,0,4,0.24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Adult Literacy - NDA (ABE/HSE/Spanish HSE),11,0.68,7,0.43,0,0,1,0.06,0,0,11,0.68,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Beacon,334,20.7,635,39.35,1,0.06,5,0.3,7,0.43,738,45.74,13,0.8,0,0,22,1.36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,COMPASS Elementary,348,21.56,284,17.6,0,0,4,0.24,3,0.18,429,26.59,15,0.92,3,0.18,19,1.17,5,0.3,6,0.37,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,COMPASS Explore,32,1.98,19,1.17,0,0,1,0.06,1,0.06,30,1.85,0,0,0,0,4,0.24,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,COMPASS High School,27,1.67,28,1.73,0,0,0,0,1,0.06,41,2.54,4,0.24,0,0,3,0.18,0,0,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,COMPASS Middle School,795,49.27,725,44.93,2,0.12,9,0.55,16,0.99,975,60.43,33,2.04,7,0.43,70,4.33,10,0.61,15,0.92,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,Cornerstone,221,13.69,325,20.14,0,0,4,0.24,0,0,411,25.47,15,0.92,0,0,5,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 012,ESL Civics,15,0.92,1,0.06,0,0,0,0,2,0.12,2,0.12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 026,Beacon,0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 026,COMPASS Middle School,0,0,2,0.12,0,0,0,0,0,0,0,0,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 026,Cornerstone,3,0.18,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 027,COMPASS Middle School,3,0.18,1,0.06,0,0,0,0,1,0.06,0,0,0,0,0,0,1,0.06,1,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 027,Cornerstone,0,0,2,0.12,0,0,0,0,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Bronx CD 027,ESL Civics,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Adult Literacy - ABE/HSE,32,1.98,28,1.73,0,0,0,0,0,0,10,0.61,0,0,0,0,11,0.68,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Adult Literacy - ABE/HSE (Discretionary),1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Adult Literacy - BENL/ESOL,53,3.28,31,1.92,0,0,0,0,6,0.37,0,0,0,0,2,0.12,33,2.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Adult Literacy - BENL/ESOL (Discretionary),11,0.68,3,0.18,0,0,0,0,10,0.61,0,0,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Adult Literacy - NDA (ABE/HSE/Spanish HSE),44,2.72,19,1.17,0,0,2,0.12,1,0.06,25,1.54,0,0,0,0,5,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Beacon,185,11.46,326,20.2,2,0.12,7,0.43,23,1.42,130,8.05,11,0.68,0,0,86,5.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,COMPASS Elementary,297,18.4,275,17.04,0,0,6,0.37,35,2.16,103,6.38,25,1.54,3,0.18,130,8.05,6,0.37,4,0.24,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,COMPASS Explore,4,0.24,4,0.24,0,0,0,0,1,0.06,3,0.18,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,COMPASS High School,16,0.99,9,0.55,0,0,1,0.06,1,0.06,10,0.61,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,COMPASS Middle School,484,29.99,348,21.56,2,0.12,1,0.06,16,0.99,122,7.56,6,0.37,2,0.12,178,11.03,6,0.37,11,0.68,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,Cornerstone,224,13.88,300,18.59,0,0,4,0.24,2,0.12,286,17.72,10,0.61,0,0,38,2.35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 001,ESL Civics,2,0.12,1,0.06,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 002,Adult Literacy - ABE/HSE,4,0.24,6,0.37,0,0,0,0,0,0,7,0.43,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 002,Adult Literacy - ABE/HSE (Discretionary),3,0.18,2,0.12,0,0,0,0,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 002,Adult Literacy - BENL/ESOL,15,0.92,3,0.18,0,0,0,0,4,0.24,0,0,0,0,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 002,Adult Literacy - BENL/ESOL (Discretionary),13,0.8,4,0.24,0,0,0,0,4,0.24,1,0.06,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
